CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Source1,Source2,Source3,Misc.,Source4
Washington,outside White House,DC,DC,US,2020-05-15,,,,,,,truckers,protest low shipping rates for truckers during pandemic,1,truck protest,0,0,0,0,1,1,,https://www.wusa9.com/article/news/health/coronavirus/truckers-honk-over-shipping-rates-during-white-house-press-conference/507-55d19918-8e66-484e-b264-9030c64047f9,,,,
Albany,,Albany,NY,US,2020-05-16,hundreds,200,,200,,,general protestors,protest shutdown due to Covid 19,2,protest,0,0,0,0,1,1,,https://www.news10.com/news/albany-demonstrators-push-back-against-extended-shutdown-measures-in-the-region/,,,,
Augusta,Blaine House,Kennebec,ME,US,2020-05-16,more than 500,500,,500,,,general protestors,protest economic shutdown due to Covid-19,2,protest,0,0,0,0,1,1,,https://bangordailynews.com/2020/05/16/politics/lepage-speaks-from-inside-car-during-protest-of-states-coronavirus-business-restrictions/,https://www.wabi.tv/content/news/Former-Governor-Paul-LePage-speaks-to-Mainers-on-the-phone-at-protest-570535871.html,,,
Beaufort,Henry C Chambers Waterfront Park,Beaufort,SC,US,2020-05-16,over 100,100,,100,,,Beaufort high school seniors and family,protest lack of school graduation ceremony due to coronavirus pandemic,2,protest,0,0,0,0,1,1,,https://www.islandpacket.com/news/local/education/article242729801.html,https://www.wsav.com/news/local-news/beaufort-county-high-school-seniors-parents-gather-to-protest-virtual-graduation-ceremony/,,,
Brunswick,County Courthouse,Glynn,GA,US,2020-05-16,hundreds,200,,200,,,general protestors,"for justice for Ahmaud Arbery, against racism, for removal of district attorneys",1,protest,0,0,0,0,1,1,,https://www.reuters.com/article/us-shooting-georgia-idUSKBN22S0E1,,,,
Center,Tyson Foods plant,Shelby,TX,US,2020-05-16,,,,,,,PETA,"protest meat factory, for animal rights",0,protest,,,,,1,1,,https://www.dailysentinel.com/coronavirus/article_41e768b8-d144-55a8-a175-4b6f66248045.html,,,,
Chicago,Thompson Center,Cook,IL,US,2020-05-16,a few hundred,300,,300,,,general protestors,protest stay-at-home orders due to Covid-19,2,protest,0,0,0,0,1,1,,https://chicago.suntimes.com/coronavirus/2020/5/16/21261143/illinois-reopen-protest-coronavirus-cases-pritzker-deaths-may-16,,,,
Clayton,,St. Louis,MO,US,2020-05-16,,,,,,,HealthB4Wealth,protest easing of stay-at-home orders during coronavirus pandemic,1,car protest,0,0,0,0,1,1,,https://www.stltoday.com/news/local/govt-and-politics/st-louis-city-and-county-arent-ready-to-reopen-protesters-warn/article_e51d69be-0a3c-5cc6-8511-bf16bd6a6e9c.html,https://www.kmov.com/news/health-before-wealth-protesters-say-stl-city-county-are-opening-too-soon/article_877cf51c-97c5-11ea-bb34-af0123f98827.html,,,
Concord,State House,Merrimack,NH,US,2020-05-16,about 300,300,,300,,,Reopen NH,protest shutdown due to Covid 19,2,rally,0,0,0,0,1,1,,https://www.concordmonitor.com/Prayer-rally-planned-for-New-Hampshire-State-House-plaza-to-protest-closed-churches-34326537,https://www.wmur.com/article/hundreds-again-rally-against-nh-stay-at-home-orders/32528276#,,,
Cortez,Main Street,Montezuma,CO,US,2020-05-16,dozens,24,,24,,,general protestors,protest economic shutdown due to Covid-19,2,car protest,0,0,0,0,1,1,,https://the-journal.com/articles/176456,,,,
Eugene,Corridor Elementary School,Lane,OR,US,2020-05-16,dozens,24,,24,,,parents and students,protest budget cuts and potential school closure due to coronavirus pandemic,2,protest,0,0,0,0,1,1,,https://www.kezi.com/content/news/Parents-students-rally-to-save-school-at-risk-of-closing-570539331.html,,,,
Fremont,Tesla headquarters,Alameda,CA,US,2020-05-16,a handful,5,,5,,,Tesla employees,protest dangerous work conditions for Tesla employees due to Covid 19,1,protest,0,0,0,0,1,1,,https://www.kron4.com/news/bay-area/group-gathers-to-protest-tesla-employees-going-back-to-work/,,,,
Grand Haven,Grand Haven State Park,Ottawa,MI,US,2020-05-16,around 150,150,,150,,,Brandon Hall; community protestors,protest closure of parking lot at state park due to coronavirus pandemic,2,protest,0,0,0,0,1,1,,https://www.grandhaventribune.com/news/local/beach-bash-protest-planned-at-state-park/article_426194de-1efb-5888-81a3-9dbd5e9af137.html,https://www.grandhaventribune.com/multimedia/beach-bash-protest-at-grand-haven-state-park/collection_d8f3bade-986a-11ea-862b-435e5a43f9cf.html,,,
Hanford,,Kings,CA,US,2020-05-16,around 40,40,,40,,,general protestors,protest shutdown due to Covid 19,2,protest,0,0,0,0,1,1,,https://www.fresnobee.com/news/local/article242789306.html,,,,
Hoover,Spain Park High School,Jefferson,AL,US,2020-05-16,,,,,,,high school students,protest dangerous conditions at regular school graduation ceremony during coronavirus pandemic,1,car protest,,,,,1,1,,https://www.al.com/news/2020/05/high-school-seniors-protest-plan-for-large-graduation-ceremonies-in-alabama-next-week.html,,,,
Latrobe,Sharky's Restaurant; near Route 30,Westmoreland,PA,US,2020-05-16,more than 100,100,,100,,,business owners,protest economic shutdown due to Covid-19,2,protest,0,0,0,0,1,1,,https://triblive.com/local/westmoreland/open-business-rally-proposed-in-unity-to-urge-easing-of-covid-19-restrictions/,https://triblive.com/local/westmoreland/business-rally-for-loosening-covid-19-restrictions-set-for-saturday-in-unity/,https://triblive.com/local/westmoreland/unity-rally-participants-want-to-see-fewer-covid-19-restrictions-more-open-businesses/,,
Lisbon,Lisbon Square,Columbiana,OH,US,2020-05-16,20-25,20,,25,,,Free Ohio Now,"against state coronavirus mandates, against Governor DeWine, for freedom, for patriotism, all businesses are essential",2,rally,0,0,0,0,1,1,,https://www.reviewonline.com/news/local-news/2020/05/group-protests-over-2-arrests-at-last-weekends-free-ohio-rally/,https://www.wkbn.com/news/coronavirus/more-open-ohio-rallies-scheduled-in-lisbon-this-weekend/,https://www.morningjournalnews.com/news/local-news/2020/05/lisbon-square-hosts-pair-of-protests/,,
Lisbon,Lisbon Square,Columbiana,OH,US,2020-05-16,several,3,,3,,,Anonymous Columbus Ohio,"against arrest of protester at Free Ohio Now event on May 9, against local law enforcement, for First Amendment rights, for President Trump, for Confederate heritage",2,protest,0,0,0,0,0,1,,https://www.wkbn.com/news/coronavirus/more-open-ohio-rallies-scheduled-in-lisbon-this-weekend/,https://www.wkbn.com/news/coronavirus/lisbon-rally-against-local-law-enforcement-leads-to-citation-arrest/,https://www.morningjournalnews.com/news/local-news/2020/05/lisbon-square-hosts-pair-of-protests/,organized and led by arrestee from May 9,
Livermore,,Alameda,CA,US,2020-05-16,dozens,24,,24,,,business owners,protest economic shutdown due to Covid-19,2,protest,0,0,0,0,1,1,,https://abc7news.com/reopening-bay-area-livermore-shelter-in-place-order-phase-2/6189688/,,,,
Lorain,Cooper Foster Park Road and Route 58,Lorain,OH,US,2020-05-16,,,,,,,Free Ohio Now,"against state coronavirus mandates, against Governor DeWine, for freedom, for patriotism, all businesses are essential",2,protest,0,0,0,0,1,1,,https://www.morningjournal.com/news/lorain-county/protesters-gather-in-lorain-for-free-ohio-now-rally/article_0a07acde-97b2-11ea-810c-274efe38b4ea.html,,,,
Medford,County Courthouse,Jackson,OR,US,2020-05-16,several hundred,300,,300,,,general protestors,protest shutdown due to Covid 19; anti cap-and-trade; against vaccination mandate,2,rally,0,0,0,0,1,1,,https://www.oregonlive.com/coronavirus/2020/05/hundreds-rally-in-medford-to-oppose-coronavirus-restrictions-support-conservative-causes.html,https://www.heraldandnews.com/news/local_news/faith-and-freedom-rally-draws-protesters-against-covid-19-related-restrictions/article_30d9eca0-8299-5cb7-8db1-c7a966eed522.html,,,
Mineola,in front of the Legislative Building,Nassau,NY,US,2020-05-16,,,,,,,general protestors,protest stay-at-home orders due to Covid-19,2,protest,0,0,0,0,1,1,,http://longisland.news12.com/story/42138143/protesters-demand-new-yorks-reopening-with-rallies-in-mineola-shirley,,,,
Napa,Third Street,Napa,CA,US,2020-05-16,count pic,24,,24,,,Reopen Napa County,protest shutdown orders due to coronavirus pandemic,2,rally,0,0,0,0,1,1,,https://napavalleyregister.com/news/local/group-suspends-reopen-napa-rallies-seeking-end-to-business-shutdowns/article_43c634e5-4e86-520d-9555-d94db74e3825.html,,,,
New York,Staten Island DMV,Richmond,NY,US,2020-05-16,about 200 people and hundreds of cars,400,,400,,,general protest,protest economic shutdown due to Covid-19,2,protest,0,0,0,0,1,1,,https://www.silive.com/coronavirus/2020/05/reopening-nyc-2-staten-island-rallies-express-differing-views.html,,,,
New York,Staten Island Community Hospital to La Colmena,Richmond,NY,US,2020-05-16,,,,,,,Communications Workers of America Local 1102,support cautious reopening during coronavirus pandemic,1,car protest,0,0,0,0,0,1,,https://www.silive.com/coronavirus/2020/05/reopening-nyc-2-staten-island-rallies-express-differing-views.html,,,,
Oregon,Navarre Ave,,OH,US,2020-05-16,,,,,,,Free Ohio Now,"against state coronavirus mandates, against Governor DeWine, for freedom, for patriotism, open our churches, fully open school activities",2,rally,0,0,0,0,1,1,,https://www.toledoblade.com/local/Coronavirus/2020/05/16/photo-gallery-free-ohio-now-rally-oregon-coronavirus/stories/20200516093,,,,
Pendleton,Pendleton Correctional Facility,Madison,IN,US,2020-05-16,,,,,,,Indy Showing Up for Racial Justice; New Afrikan Black Panther Party; Answer Indiana; Indy10 Black Lives Matter,seek release of inmates due to Covid-19,1,car protest,,,,,1,1,,https://www.facebook.com/events/los-maguelles-pendleton-indiana/release-them-now-car-demonstration-pendleton-cf/270648837310571/,https://fox59.com/morning-news/activists-plan-car-rallies-to-demand-action-in-prisons/,,,
Pueblo,,Pueblo,CO,US,2020-05-16,,,,,,,business owners,protest economic shutdown due to Covid-19,2,protest,0,0,0,0,1,1,,https://www.fox21news.com/top-stories/pueblo-group-rallies-for-small-businesses/,,,,
Quincy,Washington Park,Adams,IL,US,2020-05-16,,,,,,,Quincy Tea Party,protest shutdown due to Covid 19,2,protest,0,0,0,0,1,1,,https://wgem.com/2020/05/16/reopen-adams-county-rally-draws-crowd-in-quincy/,,,,
Rehoboth Beach,the Bandstand,Sussex,DE,US,2020-05-16,more than 100,100,,100,,,general protestors,protest shutdown due to Covid 19,2,protest,0,0,0,0,1,1,,https://www.delawareonline.com/story/news/politics/2020/05/08/delaware-anti-quarantine-protesters-plan-rehoboth-beach-rally/5179098002/,https://www.delawareonline.com/story/news/health/2020/05/16/delaware-beaches-protest-coronavirus-restrictions/5205266002/,,,
Rosemead,Motel 6,Los Angeles,CA,US,2020-05-16,dozens,24,,24,,,local residents,protest state effort to house homeless people in motels during coronavirus pandemic,2,protest,0,0,0,0,1,1,,https://abc7.com/project-roomkey-la-county-homeless-motel-6-rosemead-protest/6190748/,https://www.sgvtribune.com/2020/05/16/rosemead-residents-protest-plan-to-put-homeless-in-hotel-during-coronavirus-outbreak/,,,
Salt Lake City,State Capitol,Salt Lake,UT,US,2020-05-16,,,,,,,local pastors and priests,protest stay-at-home orders due to coronavirus pandemic; support spiritual health,2,demonstration,0,0,0,0,1,1,,https://www.abc4.com/news/top-stories/interfaith-revival-rally-held-at-state-capitol/,,,,
San Diego,Embarcadero; County Administration Building,San Diego,CA,US,2020-05-16,thousands,2000,,2000,,,general protestors,protest stay-at-home orders due to Covid-19,2,protest,0,0,0,0,1,1,,https://www.10news.com/news/coronavirus/thousands-flock-to-embarcadero-to-protest-stay-at-home-order,,,,
Seaside,the Prom,Clatsop,OR,US,2020-05-16,more than two dozen; 15-25,15,,25,,,general protestors,protest shutdown due to Covid 19,2,protest,0,0,0,0,1,1,20200515-seaside-covid,https://www.dailyastorian.com/coronavirus/seaside-braces-for-demonstration-against-virus-restrictions/article_f5cd667c-92f3-11ea-94e8-1f536d58a57a.html,https://www.dailyastorian.com/coronavirus/seaside-demonstration-over-virus-restrictions-draws-sparse-crowd/article_eb61d76e-97ca-11ea-b0c3-3b8b4d7a398c.html,https://www.oregonlive.com/coronavirus/2020/05/reopen-the-coast-protest-in-seaside-draws-a-small-crowd-ends-an-hour-early-as-city-plans-to-reopen-beach.html,,
Seaside,the Prom,Clatsop,OR,US,2020-05-16,dozens,24,,24,,,general protestors,support shutdown due to coronavirus pandemic,1,counter-protest,0,0,0,0,0,1,20200515-seaside-covid,https://www.dailyastorian.com/coronavirus/seaside-braces-for-demonstration-against-virus-restrictions/article_f5cd667c-92f3-11ea-94e8-1f536d58a57a.html,https://www.dailyastorian.com/coronavirus/seaside-demonstration-over-virus-restrictions-draws-sparse-crowd/article_eb61d76e-97ca-11ea-b0c3-3b8b4d7a398c.html,https://www.oregonlive.com/coronavirus/2020/05/reopen-the-coast-protest-in-seaside-draws-a-small-crowd-ends-an-hour-early-as-city-plans-to-reopen-beach.html,,
Shirley,William Floyd Parkway,Suffolk,NY,US,2020-05-16,dozens,24,,24,,,general protestors,protest stay-at-home orders due to Covid-19,2,protest,0,0,0,0,1,1,,http://longisland.news12.com/story/42138143/protesters-demand-new-yorks-reopening-with-rallies-in-mineola-shirley,,,,
Springfield,State Capitol,Sangamon,IL,US,2020-05-16,roughly 800,800,,800,,,general protestors,protest shutdown due to Covid 19,2,protest,0,0,0,0,1,1,,https://wgem.com/2020/05/16/protesters-rally-outside-illinois-capitol-compare-gov-pritzker-to-hitler/,https://wgem.com/2020/05/19/theres-no-place-for-hatred-in-our-state-addressing-the-trend-at-reopen-illinois-rallies/,,,
Stow,City Hall,Summit,OH,US,2020-05-16,,,,,,,Free Ohio Now,"against state coronavirus mandates, against Governor DeWine, for freedom, for patriotism, all businesses are essential",2,rally,0,0,0,0,1,1,,https://fox8.com/news/coronavirus/ohioans-gather-at-stow-city-hall-to-protest-states-coronavirus-restrictions/,,,,
Swampscott,near Govnernor's home,Essex,MA,US,2020-05-16,dozens,24,,24,,,general protestors,protest stay-at-home orders due to Covid-19,2,protest,0,0,0,0,1,1,,https://www.wcvb.com/article/dozens-of-protesters-gather-near-gov-baker-s-home-in-swampscott-call-for-him-to-open-massachusetts/32526260,,,,
Xenia,Greene County Courthouse,Greene,OH,US,2020-05-16,about 40,40,,40,,,Free Ohio Now,"against state coronavirus mandates, against Governor DeWine, for freedom, for patriotism, all businesses are essential",2,rally,0,0,0,0,1,1,,https://www.xeniagazette.com/top-stories/48676/free-ohio-now-group-reaches-courthouse-lawn,,,,
Ashland,Ashland Plaza,Jackson,OR,US,2020-05-17,about a dozen,12,,12,,,general protestors,protest shutdown due to Covid 19,2,protest,0,0,0,0,1,1,,https://www.kdrv.com/content/news/Freedom-Forces-protest-government-restrictions-in-Ashland-570551061.html,,,,
Boston,State House,Suffolk,MA,US,2020-05-17,,,,,,,healthcare workers,against hasty reopening during coronavirus pandemic,1,demonstration,0,0,0,0,1,1,,https://whdh.com/news/health-care-workers-at-state-house-demonstration-prioritize-people-over-economy/,,,,
Chicago,Metro Praise International Church,Cook,IL,US,2020-05-17,about 50,50,,50,,,Belmont-Cragin United,protest churchgoers who defied stay-at-home orders during coronavirus pandemic,1,protest,0,0,0,0,1,1,,https://www.chicagotribune.com/coronavirus/ct-coronavirus-illinois-churches-20200517-hawt4sd76jcmdorqquwytpqvx4-story.html,,,,
Columbia Falls,MudMan Burgers,Flathead,MT,US,2020-05-17,,,,,,,general protestors,against opening of restaurant linked to alleged cult,0,protest,0,0,0,0,1,1,,https://www.dailyinterlake.com/news/2020/may/18/mudman-relaunch-met-with-protest-in-columbia-6/,,,,
Denver,State Capitol,Denver,CO,US,2020-05-17,hundreds,200,,200,,,Trump supporters; general protestors,protest economic shutdown due to Covid-19,2,protest,0,0,0,0,1,1,,https://www.coloradopolitics.com/news/premium/trump-supporter-benghazi-survivor-organizes-anti-closure-rally-in-denver/article_8e330fb0-9480-11ea-a5ea-f328c2755d9e.html,https://www.thedenverchannel.com/news/local-news/motorcyclists-rally-to-reopen-colorado-crowd-gathers-outside-state-capitol-building,,,
East Meadow,Hempstead Turnpike,Nassau,NY,US,2020-05-17,,,,,,,general protestors,protest economic shutdown due to Covid-19,2,protest,0,0,0,0,1,1,,http://longisland.news12.com/story/42138842/east-meadow-protest-calls-for-long-island-businesses-to-reopen,,,,
Lisbon,central square,Columbiana,OH,US,2020-05-17,,,,,,,Free Ohio Now,protest shutdown due to Covid 19,2,protest,,,,,1,1,,https://www.reviewonline.com/news/local-news/2020/05/lisbon-preparing-for-two-rallies-today/,,,,
Lompoc,Lompoc Federal Prison,Santa Barbara,CA,US,2020-05-17,,,,,,,family of inmates; activists,protest lack of PPE in prison during coronavirus pandemic; see release of nonviolent prisoners,1,protest,0,0,0,0,1,1,,https://keyt.com/lifestyle/community/2020/05/17/community-protesting-safety-for-inmates-at-lompoc-federal-prison/,,,,
San Francisco,Alamo Square,,CA,US,2020-05-17,roughly 50 cars,50,,50,,,Do No Harm Coalition; Faith in Action; Coalition on Homelessness,for using hotel rooms to house homeless people during coronavirus pandemic,0,car caravan,0,0,0,0,1,1,,https://48hills.org/2020/05/protest-caravan-demands-hotel-rooms-for-homeless/,,,,
Amarillo,"Jenkins Chapel Baptist Church, to Warford Activity Center",Potter,TX,US,2020-05-18,,,,,,,North Heights Advisory Association,protest reopening of local pool during coronavirus pandemic,1,protest,0,0,0,0,1,1,,https://www.amarillo.com/news/20200518/warford-center-reopening-met-with-protest,,,,
Brooklyn Center,Caribou Coffee headquarters,Hennepin,MN,US,2020-05-18,,,,,,,Caribou Coffee employees; Restaurant Opportunities Centers of MN,protest dangerous work conditions in restaurants due to Covid 19; seek greater pay; seek better PPE,1,car rally,0,0,0,0,1,1,,https://www.twincities.com/2020/05/18/coronavirus-caribou-coffee-workers-protest-working-conditions-pay/,,,,
