CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Misc.,Source1,Source2,Source3,Source4,Source5,Source6,
Huntington,Harris Riverfront Park,,WV,US,2020-07-24,count pic,20,,30,,,We Back Blue,"in support of police, Back the Blue, Thin Blue Line",2,protest,0,0,0,0,1,1,,,https://www.herald-dispatch.com/news/we-back-blue-holds-peaceful-march-through-downtown-huntington/article_41d0cb8c-801e-5b72-8860-31dfebeca82b.html,,,,,,
Killeen,Sick Made Tattoo; West Rancier Ave and North Fort Hood St,,TX,US,2020-07-24,,,,,,,general protesters,"to show support for Vanessa Guillen and her family, against sexual violence",0,rally,0,0,0,0,1,1,,,https://kdhnews.com/news/breaking/state-representatives-will-be-participating-in-a-rally-for-vanessa-guillen-today/article_14c23e16-cde8-11ea-ae8e-ab3ede7cfb9e.html,,,,,,
Lynn,Lynn/Nahant Rotary,,MA,US,2020-07-24,about 8,8,,8,,,general protesters,"in support of police, against defunding police, against state legislation mandating police reform",2,rally,0,0,0,0,1,1,,,https://www.itemlive.com/2020/07/24/back-the-blue-rally-held-at-lynn-nahant-rotary/,,,,,,
Naples,Collier County Government Center,,FL,US,2020-07-24,,,,,,,general protesters,"against coronavirus mask mandate, for President Trump, against tyranny, against communism, we the people will not comply",2,protest,0,0,0,0,1,1,,,https://www.naplesnews.com/picture-gallery/news/local/2020/07/25/demonstrators-protest-collier-commissioners-mask-mandate/5507839002/,,,,,,
New Orleans,,,LA,US,2020-07-24,,,,,,,New Orleans Regional Transit Authority operators,for safer working conditions for city transit workers during coronavirus pandemic,0,caravan,,,,,1,1,,,https://www.wdsu.com/article/rta-protest-calls-for-fair-treatment-after-50-employees-test-positive-for-covid-19/33417635#,,,,,,
New Port Richey,"The Social, Nebraska Ave",,FL,US,2020-07-24,a,1,,1,,,man,"against Black Lives Matter protesters, white lives matter",2,counter-protest,0,0,0,0,1,1,20200724-newportrichey-blm,fought with protester,https://www.tampabay.com/news/pasco/2020/08/10/pasco-activist-says-new-port-richey-police-targeted-protesters/,,,,,,
Philadelphia,City Hall,,PA,US,2020-07-24,about 60,60,,60,,,Live Events Coalition,for financial relief for live events workers and businesses during coronavirus pandemic,0,rally,0,0,0,0,1,1,,,https://www.inquirer.com/entertainment/covid-19-cancellations-philadelphia-concerts-weddings-conventions-protest-20200724.html,,,,,,
Portland,Portland City Hall,,ME,US,2020-07-24,about 200,200,,200,,,general protesters,defund the police; reallocate money for essential services; decriminalize camping out by unhoused people; establish overdose prevention sites; make plans for permanent affordable housing; extend eviction freeze during coronavirus pandemic,1,occupation,0,0,0,0,1,1,,,https://www.pressherald.com/2020/07/24/city-hall-protesters-demand-eviction-freeze-support-for-those-without-homes/,,,,,,
Somers,Joanna’s Restaurant,,NY,US,2020-07-24,about 80,80,,80,,,bikers,"All Lives Matter, against Black Lives Matter protesters, for freedom, for patriotism",2,counter-protest,1,0,0,0,0,1,20200724-somers-blm,verbal clashes with protesters; repeatedly approached protesters; drove car onto grass near protesters; scuffled with protesters,https://www.journalinquirer.com/newsletters/protesters-counter-protesters-clash-in-somers/article_f5baea4e-ce15-11ea-88a6-7bfbb9bcefe3.html,,,,,,
Suwanee,Gwinnett County Public School's district headquarters,,GA,US,2020-07-24,nearly 500 people,500,,500,,,"parents, students, and citizens","for in-person schooling option during coronavirus pandemic, for parental choice",0,protest; march,0,0,0,0,1,1,,,https://www.ajc.com/news/atlanta-news/gwinnett-parents-rally-for-option-to-send-students-to-in-person-classes/QZRV4YAO2NFJJMW3QN6IEJTW2A/,,,,,,
Tehachapi,Tucker Rd and Highway 202,,CA,US,2020-07-24,,,,,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,,https://www.kget.com/news/politics/your-local-elections/greater-tehachapi-republican-assembly-to-hold-trump-protest-rally/,,,,,,
Torrington,Burger King,,WY,US,2020-07-24,,,,,,,ranchers,against Burger King ad campaign associating beef production with climate change,0,protest,0,0,0,0,1,1,,,https://www.wyomingnews.com/news/local_news/ranchers-protest-burger-king-ad-campaign/article_1aae43f2-aeb6-5560-b85b-638c55483a81.html,https://www.laramieboomerang.com/news/ranchers-protest-burger-king-ad-campaign/article_fefc6754-ea17-5f2e-b0b4-4b488282e746.html,,,,,
Utica,Adirondack Bank Center,,NY,US,2020-07-24,about 50,50,,50,,,general protesters,"in support of police, for patriotism",2,protest,0,0,0,0,1,1,,,https://www.wktv.com/content/news/Back-the-Blue-rally-held-in-Utica-to-show-support-for-police-571893941.html,,,,,,
Watsonville,near Pajaro Valley United School District,,CA,US,2020-07-24,,,,,,,parents,for in-person schooling despite Covid,0,protest,0,0,0,0,1,1,,,https://www.ksbw.com/article/concerned-parents-protest-pvusd-s-distance-learning-start/33420633,,,,,,
Worcester,outside the district's bus yard on Fremont Street,,MA,US,2020-07-24,dozens,24,,24,,,school employee union members,"against plans to return to school during coronavirus pandemic, for safe workplaces for school employees",0,protest,0,0,0,0,1,1,,,https://www.telegram.com/story/news/education/2020/07/24/at-protest-worcester-educators-demand-more-say-in-district-reopening-plans/113750520/,,,,,,
Albuquerque,Albuquerque Public Schools,,NM,US,2020-07-25,,,,,,,parents; teachers,for stronger COVID safety measures if school returns to in person classes,0,car rally,0,0,0,0,1,1,,,https://www.kob.com/albuquerque-news/organizers-host-car-rally-for-the-safe-reopening-of-schools/5806118/?cat=500,https://www.krqe.com/news/protesters-hold-first-of-weekly-rallies-against-aps-in-person-learning-plan/,,,,,
Atlanta,Immigration and Customs Enforcement facility,,GA,US,2020-07-25,,,,,,,general protesters,against ICE,1,direct action,0,0,0,1,1,1,,"""In downtown Atlanta on Sunday, federal agents examined damage to an Immigration and Customs Enforcement facility where windows were shattered late Saturday""",https://www.usnews.com/news/us/articles/2020-07-26/police-protesters-clash-as-us-cities-endure-violent-weekend,https://www.mprnews.org/story/2020/07/26/portland-protesters-breach-fence-around-federal-courthouse,http://ttm-reg.onecount.net/onecount/redirects/index.php?action=get-tokens&js=1&sid=&return=https%3A%2F%2Ftriblive.com%2Fnews%2Fworld%2Fpolice-and-protesters-clash-in-violent-weekend-across-the-us%2F&brand=tstTL&sid=fd8q47fej9teh7b9g8aqe0nah7,,https://triblive.com/news/world/police-and-protesters-clash-in-violent-weekend-across-the-us/,https://www.nbc4i.com/news/u-s-world/police-and-protesters-clash-in-violent-weekend-across-the-us/,https://www.uticaod.com/story/news/2020/07/26/police-protesters-clash-in-violent-weekend-across-us/113419104/
Austin,,,TX,US,2020-07-25,,,,,,,general protesters,against Black Lives Matter protesters,2,counter-protest,0,0,0,0,1,1,20200725-austin-blm,driver fatally shot protester who approached him with rifle while others beat on his car; indicted and arrested in July 2021,https://www.texastribune.org/2020/08/02/austin-protest-garrett-foster/,https://www.kvue.com/article/news/local/us-army-sergeant-indicted-on-murder-charge-in-austin-protester-garrett-fosters-death/269-ba224d9e-d40c-48b9-b728-e26234a76c74,,,,,
Baltimore,"Baltimore War Memorial, 101 N Gay St",,MD,US,2020-07-25,nearly 100,100,,100,,,#WalkAway Foundation; Tim Fazenbaker for Congress,"against Black Lives Matter protests, for patriotism, for President Trump, against the radical left, Blue Lives Matter",2,rally,0,0,0,0,1,1,20200725-baltimore-blm,feat. Brandon Stralka; chanted at counter-protesters,https://www.baltimoresun.com/maryland/baltimore-city/bs-md-ci-racism-protest-walk-away-20200726-xnb6lsgqafhi5hrvismrt5v4w4-story.html,https://apnews.com/article/police-oregon-racial-injustice-maryland-portland-0cf1f96636da6abb5fbab2563a653354,https://baltimore.cbslocal.com/2020/07/26/defund-police-protest-held-near-baltimore-police-union-headquarters-building-defaced-fop-says/,https://www.foxnews.com/us/baltimore-pro-police-crowd-attends-walkaway-rally-at-citys-war-memorial,https://www.facebook.com/events/baltimore-war-memorial/walkaway-presents-rescue-america-rally-baltimore/2470837716541118/,https://www.resetera.com/threads/baltimore-city-had-racists-come-to-town-to-protest-black-lives-matter-black-lives-matter-group-counter-protested-the-racists.256071/,
Bath,Bath Iron Works,,ME,US,2020-07-25,,,,,,,Machinists Local S6 ,for a fair contract for shipbuilders at Bath Iron Works,0,protest; strike,0,0,0,0,1,1,,,https://www.theday.com/statenortheast-news/20200726/machinists-union-president-rallies-striking-maine-shipyard-workers,https://apnews.com/article/business-u-s-news-strikes-united-states-d0821d853599fc8f6cc72e913b80f69b,https://apnews.com/d0821d853599fc8f6cc72e913b80f69b,https://www.wabi.tv/2020/07/26/union-leaders-rally-with-striking-workers-at-biw-gain-support-of-two-politicians/,https://www.pressherald.com/2020/07/25/machinists-union-president-rallies-striking-shipyard-workers/,https://oklahoman.com/article/feed/10075286/machinists-union-president-rallies-striking-shipyard-workers,
Baton Rouge,Louisiana State Capitol,,LA,US,2020-07-25,several hundred,300,,300,,,general protesters,"in support of police, for patriotism",2,rally,0,0,0,0,1,1,,,https://www.wlbt.com/2020/07/27/llea-thanks-those-who-rallied-support-police-saturday/,,,,,,
Beverly Hills,Beverly Gardens Park,,CA,US,2020-07-25,,,,,,,general protesters,"for President Trump, for freedom",2,rally,,,,,1,1,,Beverly Hills Freedom Rally,https://beverlyhillscourier.com/2020/10/29/bhpd-chief-addresses-mask-enforcement-at-rallies/,,,,,,
Bloomington,Bloomington Civic Center,,MN,US,2020-07-25,count video,100,,300,,,Bloomington Patriots,"in support of police, all lives matter, for President Trump, against communism, against defunding police, against coronavirus masks",2,demonstration,0,0,0,0,1,1,,some openly carrying guns; scuffles with BLM marchers; dog in tactical gear,https://unicornriot.ninja/2020/march-for-justice-challenges-back-the-blue-in-minneapolis-suburb/,,,,,,
Burlington,Vermont Statehouse,,VT,US,2020-07-25,,,,,,,general protesters,"in support of police, against liberal scum, Black lives don't matter",2,rally,0,0,0,0,1,1,,cursed and spat at counter-protesters,https://www.vtcng.com/thecitizenvt/news/combating-racism-before-during-and-after-protest/article_477a22de-d800-11ea-b83f-d306f3f9cc42.html,,,,,,
Canton,downtown,,OH,US,2020-07-25,roughly 25,25,,25,,,Original Stark County Crime Watchers; Three Percenters; Proud Boys,"in support of police, against defunding police",2,march,0,0,0,0,1,1,,,https://www.indeonline.com/story/news/crime/2020/07/26/back-bluersquo-demonstrators-show-support-for-officers/42243083/,,,,,,
Centerville,Eddieville Park ,,WA,US,2020-07-25,at least 100,100,,100,,,Klickitat County Republican Party ,"in support of police, against socialism, for President Trump, against labor unions, against Governor Inslee, against state-mandated closures of churches during coronavirus pandemic",2,rally,0,0,0,0,1,1,,,https://www.hoodrivernews.com/greater_gorge/songer-speaks-at-we-the-people-rally/article_98075852-d12f-11ea-8b28-972b4032d1fe.html,,,,,,
Champaign,Neil St and Main St,,IL,US,2020-07-25,,1,,1,,,general protesters,against protesters calling for cancellation of rent and supporting Black Lives Matter,2,counter-protest,0,0,0,0,1,1,20200725-champaign-rentandblm,"vehicle ramming; not clear if attack was explicitly political, but erring on side of inclusion",https://www.wcia.com/news/local-news/truck-drives-through-protest/,https://www.news-gazette.com/news/local/courts-police-fire/police-investigating-incident-at-protest-in-front-of-downtown-champaign-business/article_ae84a918-c6a1-556f-a366-ef35da6e30fb.html,,,,,
Charleston,Isle of Palms,,SC,US,2020-07-25,couple dozen,24,,24,,,general protesters,against beach parking ban,0,protest,0,0,0,0,1,1,,,https://www.live5news.com/2020/07/25/locals-protest-isle-palms-equal-beach-rights/,,,,,,
Charlotte,Marshall Park,,NC,US,2020-07-25,,,,,,,Blexit,"in support of police, for patriotism",2,protest,0,0,0,0,1,1,20200725-charlotte-backtheblue,verbal clashes with counter-protesters,https://www.wcnc.com/article/news/local/uptown-firstward-fourthward/cmpd-pepper-spray-protester-marshall-park-uptown-charlotte-black-lives-matter-blue-lives-matter/275-d8ebe8df-a56c-4d7a-88db-a515e5cbf70e,,,,,,
Chesterfield,Chesterfield County Courthouse,,VA,US,2020-07-25,hundreds,200,,200,,,general protesters,in support of police,2,rally,0,0,0,0,1,1,,,https://www.wtvr.com/news/local-news/go-blue-day-rally-draws-hundreds-in-chesterfield-good-officers-hate-the-bad-cops-too,,,,,,
Chicago,Grant Park,,IL,US,2020-07-25,200,200,,200,,,general protesters,"in support of police, against Mayor Lightfoot, Blue Lives Matter, against removal of Christopher Columbus statue, for President Trump, for patriotism, Lightfoot is a Communist, defend the police",2,protest,0,0,0,0,1,1,20200725-chicago-backtheblue,verbal clashes with counter-protesters,https://chicago.suntimes.com/2020/7/25/21338634/defend-the-police-blue-live-rally-grant-park-columbus-black-live-matter-protest-chicago,,,,,,
Coeur d’Alene,downtown,,ID,US,2020-07-25,,,,,,,general protesters,"against county coronavirus mask mandate, for freedom, for patriotism",2,protest,0,0,0,0,1,1,,,https://www.kxly.com/masks-will-not-silence-us-people-protest-mask-mandate-in-downtown-coeur-dalene/,,,,,,
Dickinson,Dickinson Public Library,,TX,US,2020-07-25,roughly a dozen,12,,12,,,general protesters,"against Black Lives Matter protesters, to protect local landmark",2,counter-protest,0,0,0,0,1,1,20200725-dickinson-blm,,https://www.galvnews.com/news/free/article_ecc704bd-b91b-5208-a74a-cd69467a83b0.html,,,,,,
East Meadow,Eisenhower Park,,NY,US,2020-07-25,thousands,2000,,2000,,,LEO Weekend,"in support of police, for patriotism",2,rally,0,0,0,0,1,1,20200725-eastmeadow-backtheblue,verbal clashes with counter-protesters,https://theislandnow.com/news-98/back-the-blue-rally-goes-on-without-nugent/,https://www.instagram.com/p/CDFGTdJFEeA/,,,,,
Eaton,Collins St,,CO,US,2020-07-25,at least 300,300,,300,,,Northern Colorado Young Republicans,"in support of police, Blue Lives Matter, for patriotism",2,rally,0,unspecified,0,0,1,1,20200725-eaton-backtheblue,,https://www.thedenverchannel.com/news/local-news/police-man-arrested-for-driving-through-pro-police-rally-in-eaton,https://www.denverpost.com/2020/07/26/man-arrested-pro-police-rally-vehicle-assault/,https://denver.cbslocal.com/2020/07/26/driving-through-blue-lives-matter-rally-eaton/,,https://pagetwo.completecolorado.com/2020/07/25/back-the-blue-rally-nearly-turns-deadly-driver-aims-for-participants-at-eaton-rally/,https://pagetwo.completecolorado.com/2021/01/10/man-who-drove-through-eaton-pro-police-rally-now-faces-multiple-counts-of-attempted-murder/,
Eau Claire,,,WI,US,2020-07-25,,,,,,,Congressional candidate Jessi Ebben,for Republican candidate for U.S. House of Representatives,2,rally,0,0,0,0,1,1,,,https://www.weau.com/2020/07/27/ebben-for-wisconsin-rally-held-in-eau-claire/,,,,,,
Elkton,,,MD,US,2020-07-25,,,,,,,general protesters,in support of police,2,rally,,,,,1,1,,,https://www.cecildaily.com/news/local_news/residents-back-the-blue/article_9817a39f-33b2-5fd7-974d-2c68e7a2515c.html,https://www.cecildaily.com/opinion/letters/support-for-law-enforcement-should-expand-beyond-slogans/article_435c73d6-bbea-5db0-b40b-1a4191b1c5cf.html,,,,,
Eugene,Wayne Lyman Morse United States Courthouse,,OR,US,2020-07-25,approximately 60; about 100,60,,100,,,general protesters,against Black Lives Matter protesters,2,counter-protest,1,0,0,0,1,1,20200725-eugene-blm,some carried firearms; verbal clashes with protesters; fights with protesters; attempted tasing; driver pointed gun at protester,https://www.registerguard.com/news/20200725/eugene-protest-declared-riot-following-night-of-confrontations,https://www.kezi.com/content/news/Hundreds-gather-in-Eugene-to-show-support-for-Portland-demonstrators--571909811.html,https://www.dailyemerald.com/news/shots-fired-eugene-s-anti-racist-protest-escalate-in-week-eight-of-demonstrations/article_410224ca-d2e1-11ea-8b2b-331f545d7323.html,,,,
