CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,S1,S2
Doylestown ,Outside Bucks County Justice Cetner ,PA,US,2018-10-15,two dozen ,24,,24,,,general protestors ,protesting to raise awareness about domestic violence,0,protest,0,0,0,0,1,1,https://6abc.com/on-kaydens-8th-birthday-protesters-call-for-judges-removal/4490237/,,,,,
Fort Vally ,Ft. Vally State University ,GA,US,2018-10-15,,,,,,,Campaign rally for Stacey Abrams ,Rallying for support in the upcoming mid-term election ,1,rally,0,0,0,0,1,1,https://www.11alive.com/article/news/politics/abrams-takes-aim-at-blue-wave-turnout-challenges/85-604571864,,,,,
Hackensack,Stony Inn,NJ,US,2018-10-15,,,,,,,Rally for candidate Josh Gottheimer,Ralling for support in the midterm election ,1,rally ,0,0,0,0,1,1,https://www.northjersey.com/story/news/new-jersey/2018/10/16/michael-bloomberg-democrat-hackensack-nj-josh-gotteheimer/1658271002/,,,,,
Harrisburg ,Halls of the State Capitol ,PA,US,2018-10-15,,,,,,,general protestors ,protesting catholic priests sexual abuse of children ,0,protest,0,0,0,0,1,1,https://www.readingeagle.com/news/article/the-rundown-sexual-abuse-demonstration-coming-to-senate-offices-in-harrisburg,,,,,
Harrisonburg,Downtown ,VA,US,2018-10-15,,,,,,,the Northeast Neighborhood Association and the Valley Justice Coalition,marching for criminal justice reform ,0,march,0,0,0,0,1,1,https://www.whsv.com/content/news/Local-faith-groups-march-for-criminal-justice-reform-497652131.html,,,,,
Pentaceest,University of Iowa,IA,US,2018-10-15,two dozen ,24,,24,,,grad students ,protesting new union policies that threaten their union status ,0,protest,0,0,0,0,1,1,https://www.press-citizen.com/story/news/education/2018/10/15/cogs-members-express-displeasure-pentacrest-demonstration/1650366002/,,,,,
Seattle ,Lenora Street and Terry Avenue,WA,US,2018-10-15,about 70,70,,70,,,students ,protesting the administration's response to sexual assault allegations,0,protest;walk-out,0,0,0,0,1,1,https://www.seattletimes.com/seattle-news/education/cornish-college-of-the-arts-students-protest-colleges-handling-of-sexual-assault/,,,,,
Washington ,AFL-CLO Union Headquarters ,DC,US,2018-10-15,,,,,,,general protesters ,protesting unfair contracts ,0,protest,0,0,0,0,1,1,https://www.washingtonexaminer.com/policy/economy/union-set-to-protest-afl-cio-at-headquarters,,,,,
West Lafayette,Purdue University,IN,US,2018-10-15,,,,,,,Indiana Democratic Party,rallying for Democratic candidates,1,rally,0,0,0,0,1,1,https://www.purdueexponent.org/article_cc532f95-ae0e-5849-85a3-15e463381b28.html,https://www.purdueexponent.org/city_state/article_cc532f95-ae0e-5849-85a3-15e463381b28.html,,,,
East St. Louis,New Life Community Church,IL,US,2018-10-16,,,,,,,Brendan Kelly congressional campaign,rallying for Democratic candidate,1,rally,,,,,1,1,https://www.bnd.com/news/local/article219665205.html,,,,,
Fort Lee,,NJ,US,2018-10-16,over 150,150,,150,,,union workers,protesting Horizon House's board hiring non-union workers,0,protest,0,0,0,0,1,1,https://www.northjersey.com/story/news/bergen/fort-lee/2018/10/16/fort-lee-horizon-house-nj-employees-rally-contract/1661842002/,,,,,
Franklin ,Community Center ,TN,US,2018-10-16,150,150,,150,,,Rally for Blackburn ,rallying for support in the midterm election ,2,rally,0,0,0,0,1,1,https://www.dnj.com/story/news/politics/tn-elections/2018/10/17/blackburn-bredesen-seek-rally-bases-first-day-early-voting/1669078002/,,,,,
Fullerton,Cal State Fullerton,CA,US,2018-10-16,,,,,,,Cal State Fullerton’s Students for Quality Education,rallying in memory of Black student who was killed; protesting poor police investigation; anti-racism,1,rally,0,0,0,0,1,1,https://dailytitan.com/2018/10/students-for-quality-education-justice-for-josiah-demonstration/,,,,,
Mount Kisco ,Bet Torah Synagogue ,NY,US,2018-10-16,several hundred,200,,200,,,general protestors ,protesting ICE ,1,protest,0,0,0,0,1,1,https://www.lohud.com/picture-gallery/news/local/westchester/mount-kisco/2018/10/17/hundreds-rally-detained-temple-custodian/1665857002/,,,,,
New York,Gould Plaza,NY,US,2018-10-16,over 100,100,,100,,,general protestors,against Kissinger talk,1,protest,0,0,0,0,1,1,https://popularresistance.org/anti-kissinger-protest-at-new-york-university/,https://www.wsws.org/en/articles/2018/10/19/kiss-o19.html,,,,
Southington,town green,CT,US,2018-10-16,,,,,,,Southington's drug task force,anti-drug march,0,march,,,,,1,1,http://www.myrecordjournal.com/News/Southington/Southington-News/Southington-Red-Ribbon-rally-planned-for-Oct-16.html,,,,,
Statesboro ,S. Geogria University ,GA,US,2018-10-16,,,,,,,Suthern Geogria Univerty Young Democrats ,rally to encourge early voting ,1,rally,0,0,0,0,1,1,http://www.thegeorgeanne.com/news/article_07f0c984-0e75-5110-a84c-87700673a81c.html,,,,,
Syracuse ,,NY,US,2018-10-16,,,,,,,general protestors,protestings House spreaker Paul Ryan and Rep. John Katko's meeting ,0,protest,0,0,0,0,1,1,https://cnycentral.com/news/beyond-the-podium/paul-ryan-visit-to-cny-criticized-by-protesters-democratic-candidates,,,,,
Tucson,University of Arzonia ,AZ,US,2018-10-16,800-1000,800,,1000,,,rally for David Garcia,Rallying for support in the upcoming mid-term election ,1,rally,0,0,0,0,1,1,http://www.tucsonnewsnow.com/2018/10/17/sen-bernie-sanders-coming-tucson-garcia-rally/,,,,,
Bozeman,Montana State University,MT,US,2018-10-17,,,,,,,Montana College Democrats ,rallying for Democratic candidate,1,rally,0,0,0,0,1,1,https://www.bozemandailychronicle.com/news/politics/the-dude-campaigns-jeff-bridges-rallies-youth-vote-for-tester/article_7371806b-2633-528a-9c80-5a97e2b57701.html,,,,,
Cambridge ,City Hall,MA,US,2018-10-17,about 140,140,,140,,,Cambridge Bicycle Safety Group,rallying for protected bike lanes,0,rally,0,0,0,0,1,1,http://www.cambridgeday.com/2018/10/18/bike-safety-advocates-rally-for-protected-lanes-as-city-points-to-lack-of-rollout-specifics-in-plan/,,,,,
College Station ,Wayside Food Park ,TX,US,2018-10-17,,,,,,,Democratic party of TX,rallying for supporting in the midterm election ,1,rally,0,0,0,0,1,1,https://www.theeagle.com/news/local/texas-democratic-candidates-to-visit-college-station-today-for-rally/article_f0a12e14-d223-11e8-bbe8-e7ee52f0002c.html,,,,,
Coral Gables,outside a GOTV canvass launch,FL,US,2018-10-17,dozens,12,,12,,,Pro-Trump demonstrators,"protest against House Democratic Leader Nancy Pelosi, Donna Shalala, and Debbie Mucarsel-Powell",2,protest,0,0,0,0,1,1,https://www.miamiherald.com/news/politics-government/state-politics/article220381935.html,,,,,
Daytona Beach ,Bethune Cookman University,FL,US,2018-10-17,,,,,,,Students ,protesting the board of trustrees decisions regarding the school ,0,protest,0,0,0,0,1,1,https://www.news-journalonline.com/news/20181017/b-cu-students-rally-again-amid-fears-for-schools-future1,,,,,
Eugene,University of Oregon,OR,US,2018-10-17,,,,,,,The University of Oregon’s Students for Choice group,for sexual assault survivors; against Kavanaugh confirmation,1,protest,0,0,0,0,1,1,https://www.dailyemerald.com/news/breaking-students-for-choice-host-rally-against-brett-kavanaugh/article_089d6fa2-7fc2-5fa7-9bd3-90f6c7bc08e2.html,,,,,
Franklin ,inside a community center,TN,US,2018-10-17,about 150,150,,150,,,Marsha Blackburn senate campaign,rallying for GOP candidate,2,rally,0,0,0,0,1,1,https://www.commercialappeal.com/story/news/politics/tn-elections/2018/10/17/blackburn-bredesen-seek-rally-bases-first-day-early-voting/1669078002/,,,,,
Frederick,,MD,US,2018-10-17,,,,,,,general protestors,protesting use of horse-drawn carriages,1,protest,0,0,0,0,1,1,https://www.fredericknewspost.com/news/arts_and_entertainment/downtown-carriage-ride-protesters-express-familiar-concerns-at-city-workshop/article_e476b0f6-5929-5777-bcbe-ec3e283c809a.html,,,,,
Iowa City ,University of Iowa,IA,US,2018-10-17,dozens ,24,,24,,,general protestors ,protesting the university cuting the labor center ,0,protest,0,0,0,0,1,1,https://www.kcrg.com/content/news/Dozens-gather-for-student-led-Save-Our-Labor-Center-rally-497851681.html,,,,,
La Crosse ,UW-La Crosse's campus to Western Technical College,WI,US,2018-10-17,,,,,,,Take Back the Night Rally ,protesting to raise awareness about domestic violence,0,protest;march,0,0,0,0,1,1,https://lacrossetribune.com/news/local/la-crosse-area-students-residents-to-march-against-domestic-violence/article_ed230081-cf03-544c-8674-2134fdd0b2e0.html,,,,,
Los Angeles,Outside Paramount Studios Offices ,CA,US,2018-10-17,,,,,,,National Latno Media Council ,protesting a lack of represtation in hollywood movies ,0,protest,0,0,0,0,1,1,https://www.pasadenastarnews.com/2018/10/14/latino-groups-plan-protest-at-paramount-studios-to-demand-more-hollywood-clout/,,,,,
Los Angeles,Hall of Justice,CA,US,2018-10-17,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,,
Nashville,Howard School ,TN,US,2018-10-17,about 200,200,,200,,,Get the vote out rally,Rallying for people to vote in the Midterm election ,1,rally ,0,0,0,0,1,1,https://www.newschannel5.com/news/bredesen-votes-early-in-nashville,,,,,
Nashville,at the music venue 3rd and Lindsley near downtown,TN,US,2018-10-17,about 150,150,,150,,,Phil Bredesen senate campaign,rallying for Democratic candidate,1,rally,0,0,0,0,0,1,https://www.commercialappeal.com/story/news/politics/tn-elections/2018/10/17/blackburn-bredesen-seek-rally-bases-first-day-early-voting/1669078002/,,,,,
Pontiac,Flagstar Strand Theatre,WA,US,2018-10-17,thousands,2000,,2000,,,U.S. Senate candidate John James campaign,rallying for GOP candidate,2,rally,0,0,0,0,1,1,https://www.freep.com/story/news/politics/elections/2018/10/08/donald-trump-jr-john-james/1565134002/,https://upnorthlive.com/news/local/donald-trump-jr-rallies-rocking-crowd-lets-make-michigan-great-again,,,,
Providence,Washington Park neighborhood,RI,US,2018-10-17,dozens,24,,24,,,general protestors,protesting convicted child rapist who moved into the neighborhood,0,protest,0,0,0,0,1,1,https://www.providencejournal.com/news/20181017/providence-neighbors-protest-outside-child-rapist-home,,,,,
St. Paul,Outside City Hall,MN,US,2018-10-17,more than 50,50,,50,,,general protestors,rallying to raise the min. wage to $15 an hour ,0,rally,0,0,0,0,1,1,http://www.startribune.com/mayor-carter-joins-rally-for-15-minimum-wage-in-st-paul/497854791/,,,,,
Anchorage,,AK,US,2018-10-18,,,,,,,teachers,protesting lack of contract,1,protest,0,0,0,0,1,1,https://www.ktuu.com/content/news/Mediation-begins-between-the-school-district-and-teachers-union-497949631.html,,,,,
Ansonia,Ansonia High School,CT,US,2018-10-18,nearly 80,80,,80,,,Ansonia Federation of Teachers ,"protesting Board of Aldermen for withholding $600,000 in education funding",1,protest,0,0,0,0,1,1,https://www.nhregister.com/local/article/Ansonia-educators-rally-against-city-call-for-13319362.php,,,,,
Ashtabula,Kent State Ashtabula,OH,US,2018-10-18,count pic: 9,9,,9,,,general protestors,raising awareness about domestic violence; vigil for student lost to domestic violence,1,march; vigil,0,0,0,0,1,1,http://www.starbeacon.com/news/local_news/kent-state-community-march-to-take-back-the-night/article_1cf91144-fd90-5344-8fa1-6700d2d03684.html,,,,,
Bakersfield ,"California State University, Bakersfield",CA,US,2018-10-18,93 (facebook event page),93,,93,,,community members,March for Humankindness,1,march,0,0,0,0,1,1,https://www.facebook.com/events/1841060195929086/,https://bakersfieldnow.com/news/local/first-march-for-humankindess-event-at-csub,,,,
Baltimore,Baltimore Marriott Waterfront,MD,US,2018-10-18,FB: 36,36,,36,,,hotel workers,fair union representation process,0,strike,0,0,0,0,1,1,https://www.facebook.com/events/1989861844385089/,,,,,
Boston ,Boston University Marsh Plaza,MA,US,2018-10-18,,,,,,,Service Employees International Union 32BJ (BU workers),protesting their contracts and calling for better pay and healthcare ,1,march,0,0,0,0,1,1,https://dailyfreepress.com/blog/2018/10/23/bu-responds-to-service-workers-rallies-and-possible-strike/,https://dailyfreepress.com/blog/2018/10/18/bu-service-workers-march-for-fair-contracts/,,,,
Bowling Green,Bowling Green State University,OH,US,2018-10-18,100 or so,100,,100,,,fraternity brothers,rallying against sexual assault,1,rally; march,0,0,0,0,1,1,http://bgindependentmedia.org/bgsu-fraternities-march-to-raise-awareness-of-sexual-assault-issues/,,,,,
Charleston,State Capitol,WV,US,2018-10-18,,,,,,,West Virginia Republican Party,in support of anti-abortion amendment,2,rally,,,,,1,1,http://www.newsandsentinel.com/news/local-news/2018/10/gop-plans-rally-for-anti-abortion-amendment/,,,,,
Columbus,City Hall,OH,US,2018-10-18,,,,,,,faith leaders,protesting racism in the police department,1,protest,0,0,0,0,1,1,https://abc6onyourside.com/news/local/faith-leaders-march-on-city-hall-to-protest-columbus-police-actions,,,,,
Columbus,State Capitol,OH,US,2018-10-18,about 90,90,,90,,,general protestors,rallying for anti-abortion bill,2,rally,0,0,0,0,1,1,https://www.wvgazettemail.com/news/politics/anti-abortion-proponents-rally-for-amendment/article_f83d36b4-7b6f-5309-9107-09d88f428797.html,,,,,
Dayton,Grace United Methodist Church,OH,US,2018-10-18,,,,,,,Leaders for Equality and Action,"rallying for bill that would reduce penalties for crimes of obtaining, possessing, and using illegal drugs",1,rally,,,,,1,1,https://www.wdtn.com/news/local-news/group-to-hold-rally-in-dayton-in-support-of-issue-1/1533650271,,,,,
Flint,,MI,US,2018-10-18,,,,,,,general protestors,in support of anti-gerrymandering bill and automatic voter registration bill,1,rally,0,0,0,0,1,1,https://nbc25news.com/news/local/support-rally-held-in-flint-for-ballot-proposals-2-and-3,,,,,
Fruitland,Black Diamond Catering ,MD,US,2018-10-18,,,,,,,Rally for Larry Hogen ,Rallying for support in the upcoming mid-term election ,2,rally,0,0,0,0,1,1,https://www.delmarvanow.com/story/news/local/maryland/2018/10/17/gov-larry-hogan-fruitland-rally-thursday/1668783002/,,,,,
Missoula ,Missoula International Airport,MT,US,2018-10-18,between 6000 and 8000; roughly 8000,6000,,8000,,,Trump administration,"for Republican candidates, for President Trump",2,rally,0,0,0,0,1,1,https://www.krem.com/article/news/politics/president-trump-expected-to-hold-missoula-rally-oct-18/293-603739971,https://www.greatfallstribune.com/story/news/2018/10/18/president-trump-missoula-montana-rally-fast-facts/1690101002/,https://helenair.com/news/state-and-regional/clean-up-wrapping-up-following-trump-rally-in-missoula/article_461def6a-b166-5212-9dec-babf929e7476.html,feat. President Trump,,
Missoula ,near Missoula International Airport,MT,US,2018-10-18,about 7,7,,7,,,general protestors,protesting Trump appearance,1,protest,0,0,0,0,0,1,https://helenair.com/news/state-and-regional/protesters-turn-mount-jumbo-l-into-liar-as-others-march/article_cc1412c4-8a26-5179-9b90-49ebe231c6ad.html,,,,,
Missoula ,Mount Jumbo,MT,US,2018-10-18,,,,,,,general protestors,protesting Trump,1,protest,0,0,0,0,0,1,https://helenair.com/news/state-and-regional/protesters-turn-mount-jumbo-l-into-liar-as-others-march/article_cc1412c4-8a26-5179-9b90-49ebe231c6ad.html,https://missoulian.com/news/local/protesters-turn-mount-jumbo-l-into-liar-as-others-march/article_97b94760-74ee-59b5-b5b1-a3c4f119cc5e.html,,,,
Missoula ,Playfair Park,MT,US,2018-10-18,"More than 1,500",1500,,1500,,,general protestors,protesting Trump,1,protest,0,0,0,0,0,1,https://www.missoulacurrent.com/government/2018/10/missoula-trump-protest-rally/,http://www.mtpr.org/post/missoulas-trump-counter-protest-emphasizes-peace-humanity,http://www.montanakaimin.com/news/love-trumps-hate-protest-draws-more-than-to-missoula-park/article_6211dc72-d35c-11e8-afa2-875e9d0003fb.html,,,
Roseburg,VA Hospital ,OR,US,2018-10-18,,,,,,,Community Cancer Center,rallying for breast cancer risk awareness,0,rally,0,0,0,0,1,1,https://nbc16.com/news/sworegon/community-cancer-center-holds-power-of-pink-march-in-roseburg,,,,,
San Jose,at South Fourth and San Salvador streets,CA,US,2018-10-18,a few dozen,36,,36,,,general protestors,protesting Google's plans to build a campus in San Jose; protesting gentrification,1,protest,0,0,0,0,1,1,http://www.ktvu.com/news/anti-gentrification-protesters-block-google-bus-in-san-jose-want-better-housing-solutions,,,,,
Selma,City Hall,AL,US,2018-10-18,a handful,5,,5,,,general protestors,protesting layoffs and failure to make payroll by the city of Selma,1,protest,0,0,0,0,1,1,https://www.selmatimesjournal.com/2018/10/18/selma-residents-protest-no-payroll-layoffs-at-city-hall/,,,,,
Spencer,Hy-Vee,IA,US,2018-10-18,,,,,,,Rally for Gov. Kim Reynolds,rallying for support in the midterm election ,2,rally,0,0,0,0,1,1,https://www.spencerdailyreporter.com/story/2559082.html,,,,,
Stockton,University of the Pacific,CA,US,2018-10-18,about 200,200,,200,,,students,"protesting high tuition, budget cuts",1,protest,0,0,0,0,1,1,https://www.recordnet.com/news/20181018/stockton-students-protest-high-cost-of-pacific,,,,,
Trenton,State House,NJ,US,2018-10-18,,,,,,,general protestors,rallying for driver's licenses for undocumented immigrants,1,rally,0,0,0,0,1,1,http://newjersey.news12.com/story/39316180/advocates-rally-for-drivers-license-access-for-those-in-the-country-illegally,,,,,
