CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Source4,Misc.,
Ventura,Ventura County Government Center,Ventura,CA,US,2019-06-15,,,,,,,general protestors,pro-impeachment,1,rally,,,,,1,1,https://act.moveon.org/event/impeachment_day_of_action_june15/125113/signup/,https://www.dailynews.com/2019/06/13/pro-and-anti-impeach-donald-trump-rallies-are-set-for-saturday-across-southern-california-heres-a-list/,,,Congress - Do your job! #Impeach Trump!,
Vestal,On sidewalk in front of Verizon & FedEx on Vestal Pkwy ,Broome,NY,US,2019-06-15,dozens,24,,24,,,general protestors,pro-impeachment,1,rally,0,0,0,0,1,1,https://act.moveon.org/event/impeachment_day_of_action_june15/124996/signup/,http://www.wicz.com/story/40654502/local-protesters-and-activists-call-for-impeachment-of-president-trump,https://nam01.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.wicz.com%2Fstory%2F40654502%2Flocal-protesters-and-activists-call-for-impeachment-of-president-trump&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7Cbabe2d12085a4c7e68b408d6f5f2bcda%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636966820237205585&sdata=ZRubjmun4hV048wzyC19%2BWNXXSA3mDXHYlJB1jwFHnU%3D&reserved=0,,IMPEACH TRUMP,
Waltham,Waltham Common,Middlesex ,MA,US,2019-06-15,count pic,6,,6,,,general protestors,pro-impeachment,1,rally,,,,,1,1,https://act.moveon.org/event/impeachment_day_of_action_june15/125044/signup/,https://twitter.com/girlinthelocker/status/1140018237922521090,,,#ImpeachTrump - Waltham,
Westlake Village,The Promenade at Westlake,Los Angeles ,CA,US,2019-06-15,dozens,24,,24,,,general protestors,pro-impeachment,1,rally,,,,,1,1,https://act.moveon.org/event/impeachment_day_of_action_june15/124973/signup/,https://twitter.com/IndivConejo/status/1140014766976634880,https://www.dailynews.com/2019/06/13/pro-and-anti-impeach-donald-trump-rallies-are-set-for-saturday-across-southern-california-heres-a-list/,,Conejo Valley Demands -- #ImpeachTrump: Act To Defend Democracy!,
Westport,Ruth Steinkraus Cohen Bridge,Fairfield ,CT,US,2019-06-15,,,,,,,general protestors,pro-impeachment,1,rally,0,0,0,0,1,1,https://act.moveon.org/event/impeachment_day_of_action_june15/124969/signup/,https://westportnow.com/index.php?/v3/comments/impeach_trump_demonstration_draws_trump_supporters_too/,,,Impeach Trump,
Westport,Ruth Steinkraus Cohen Bridge,Fairfield ,CT,US,2019-06-15,at least 3,3,,3,,,general protestors,pro-Trump,2,counter-protest,0,0,0,0,0,1,https://westportnow.com/index.php?/v3/comments/impeach_trump_demonstration_draws_trump_supporters_too/,,,,,
White Plains,Westchester County Republican Party Headquarters,Westchester,NY,US,2019-06-15,count pic,27,,27,,,general protestors,pro-impeachment,1,rally,,,,,1,1,https://act.moveon.org/event/impeachment_day_of_action_june15/125054/signup/,https://twitter.com/CraigZumsteg/status/1139956934180818948,,,Rally outside of the Westchester County Republican Party Headquarters,
Wilkes-Barre,Public Square,Luzerne ,PA,US,2019-06-15,,,,,,,general protestors,support for healthcare bill ,0,rally,0,0,0,0,1,1,https://www.timesleader.com/news/747192/cartwright-rally-in-wb-seeks-support-for-health-care-bill,,,,,
Wilton,Wilton Public Library sidewalk,Hillsborough ,NH,US,2019-06-15,,,,,,,general protestors,pro-impeachment,1,rally,,,,,1,1,https://act.moveon.org/event/impeachment_day_of_action_june15/125106/signup/,,,,"Impeach Trump, Act to Defend Democracy",
Yachats,"Front of 501 Bldg. in Yachats, on 101",Lincoln ,OR,US,2019-06-15,,,,,,,general protestors,pro-impeachment,1,rally,,,,,1,1,https://act.moveon.org/event/impeachment_day_of_action_june15/125072/signup/,https://www.kgw.com/article/news/demonstrators-call-to-impeach-trump-at-portland-rally/283-493648fe-304f-4a9e-9106-ac6c263ae5ec,,,Take a Stand,
Yakima,2nd and Yakima Ave,Yakima,WA,US,2019-06-15,,,,,,,general protestors,pro-impeachment,1,rally,,,,,1,1,https://act.moveon.org/event/impeachment_day_of_action_june15/124962/signup/,,,,Impeachment now!,
Ann Arbor,Federal Building,Washtenaw  ,MI,US,2019-06-16,Over 50,50,,50,,,General Protestors ,Impeach Trump,1,Rally,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.michigandaily.com%2Fsection%2Fann-arbor%2Fwashtenaw- -residents-rally-impeachtrump&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7Cbabe2d12085a4c7e68b408d6f5f2bcda%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636966820237195597&sdata=JIdPZTNHSHh6L0ZLZ93qaLEBYO6M6vQSNzepeJGJpdc%3D&reserved=0,,,,,
Elgin,Kimball St and Grove Ave,Kane,IL,US,2019-06-16,,,,,,,general protestors,pro-impeachment,1,rally,,,,,1,1,https://act.moveon.org/event/impeachment_day_of_action_june15/125073/signup/,,,,Impeachment Day of Action,
Gadsden,Etowah County Detention Center,Etowah,AL,US,2019-06-16,,,,,,,Shut Down Etowah volunteer group ,Support fathers detained in jail and immigration units,1,Rally,0,0,0,0,1,1,https://www.gadsdentimes.com/news/20190611/shut-down-etowah-plans-fathers-day-protest,,,,,
Goshen,Goshen Fairgrounds ,Litchfield ,CT,US,2019-06-16,,,,,,,CompassionWorks International ,pro Animal rights ,0,rally,0,0,0,0,1,1,https://www.registercitizen.com/news/article/Residents-to-protest-Goshen-Stampede-Sunday-13998931.php,,,,,
Homestead,Homestead Temporary Shelter for Unaccompanied Children ,Miami-Dade,FL,US,2019-06-16,about 200 ,200,,200,,,general protestors,protest Trump Administration's detention camps ,1,protest ,0,0,0,0,1,1,https://www.miamiherald.com/latest-news/article231628668.html,https://www.sun-sentinel.com/news/politics/fl-ne-homestead-immigrant-shelter-protest-20190620-x3gq7k4qjvbt5gsq5y3fvla5eu-story.html,https://twitter.com/WeCount_Fl/status/1137818743122345984,,,
Lakeland,"S Florida Ave, sidewalk segment around Wal-Mart and Hooters",Polk ,FL,US,2019-06-16,,,,,,,general protestors,pro-impeachment; Shut Down the Homestead Child Detention Center,1,rally,,,,,1,1,https://act.moveon.org/event/impeachment_day_of_action_june15/125090/signup/,,,,Father's Day Rally to Shut Down the Homestead Child Detention Center and #ImpeachTrump,
Portland,Monument Square,Cumberland ,ME,US,2019-06-16,,,,,,,general protestors,pro-impeachment,1,rally,,,,,1,1,https://act.moveon.org/event/impeachment_day_of_action_june15/125077/signup/,,,,Our Republic: We choose to keep it,
Poway,S/E Corner of Pomerado and Twin Peaks Rds.,San Diego ,CA,US,2019-06-16,,,,,,,general protestors,pro-impeachment,1,rally,,,,,1,1,https://act.moveon.org/event/impeachment_day_of_action_june15/124944/signup/,,,,Rally to support Impeachment,
Sacramento,State Capitol,Sacramento ,CA,US,2019-06-16,,,,,,,general protestors,pro trump ,2,rally,0,0,0,0,1,1,https://www.sacbee.com/news/politics-government/article231628328.html,,,,,
Seattle,,King ,WA,US,2019-06-16,hundreds ,200,,200,,,general protestors,seek more bike lanes ,0,bike ride ,0,0,0,0,1,1,http://komonews.com/news/local/hundreds-rally-for-more-seattle-bike-lanes-in-ride-for-safe-streets,,,,,
Silver Spring,Veterans Plaza - Silver Spring Civic Center,Montgomery ,MD,US,2019-06-16,,,,,,,general protestors,pro-impeachment,1,rally,,,,,1,1,https://act.moveon.org/event/impeachment_day_of_action_june15/125001/signup/,,,,Rally to Impeach Trump,
Spring Creek,Empower Fitness ,Elko,NV,US,2019-06-16,,,,,,,Fight for Nevada ,recall democratic Gov. Steve Sisolak ,2,rally,,,,,1,1,https://elkodaily.com/news/local/govt-and-politics/group-to-rally-for-recall-of-gov-sisolak/article_fdfb80b6-e388-5b17-a8a4-e8d998a7ce9b.html,,,,,
Albany,State Capitol,Albany ,NY,US,2019-06-17,more than 1000,1000,,1000,,,general protestors,seeking their full pensions ,0,rally,0,0,0,0,1,1,https://www.news10.com/news/local-news/pensioners-to-rally-at-capitol-seek-response-from-cuomo/,,,,,
Bar Harbor,Downtown Bar Harbor,Hancock,ME,US,2019-06-17,At Least a Dozen,12,,12,,,General Protestors ,Impeach Trump,1,Rally,0,0,0,0,1,1,https://mainebeacon.com/mainers-call-for-impeachment-inquiry-against-trump-at-statewide-rallies/,,,,,
Glens Falls,Downtown Glens Falls,Warren  ,NY,US,2019-06-17,over 100,100,,100,,,General Protestors ,pro impeachment,1,Rally,0,0,0,0,1,1,https://www.pressrepublican.com/news/local_news/protesters-clash-over-calls-for-impeachment/article_d37ac69e-00b5-5d3c-a132-ef81fc482f80.html,,,,,
Glens Falls,Downtown Glens Falls,Warren  ,NY,US,2019-06-17,,,,,,,General Protestors ,anti impeachment,2,Rally,0,0,0,0,0,1,https://www.pressrepublican.com/news/local_news/protesters-clash-over-calls-for-impeachment/article_d37ac69e-00b5-5d3c-a132-ef81fc482f80.html,,,,,
Nashville,Music City Central Bus Station,Davidson  ,TN,US,2019-06-18,,,,,,,General Protesters,Against Budget Cuts,0,Rally,0,0,0,0,1,1,https://www.tennessean.com/story/news/2019/06/18/nashville-metro-transit-budget-cuts-city-advocates-and-teachers-protest-david-briley-budget/1487505001/,,,,,
Orlando,Amway Center,Orange,FL,US,2019-06-18,"thousands; 20,000; 20,000+",2000,,20000,,,Trump organization,for President Trump,2,rally,0,0,0,0,1,1,https://www.orlandosentinel.com/politics/os-ne-orlando-trump-rally-crowd-20190618-tkk2pwarsjcgzfwj2vknxgk3hy-story.html,https://www.orlandosentinel.com/politics/os-ne-trump-campaign-orlando-protests-20190619-r6vahywtv5darihiljyik33s5e-story.html,https://www.miamiherald.com/news/politics-government/national-politics/article231675993.html,https://www.huffpost.com/entry/donald-trump-orlando-proud-boys-qanon-infowars-extremists_n_5d0a2f14e4b0f7b7442a11ca,feat. President Trump,
Orlando,Amway Center to downtown,Orange,FL,US,2019-06-18,,,,,,,Proud Boys,"for President Trump, against socialism, Pinochet did nothing wrong",2,rally; march,0,0,0,0,0,1,https://www.huffpost.com/entry/donald-trump-orlando-proud-boys-qanon-infowars-extremists_n_5d0a2f14e4b0f7b7442a11ca,,,,attempted to march to confront counter-protesters but were stopped by police,
Orlando,downtown,Orange,FL,US,2019-06-18,hundreds; nearly 1000,200,,1000,,,general protestors,"against President Trump, for LGBTQ+ rights",1,counter-protest,2,0,0,0,0,1,https://www.orlandosentinel.com/politics/os-ne-trump-campaign-orlando-protests-20190619-r6vahywtv5darihiljyik33s5e-story.html,http://www.tampabay.com/florida-politics/buzz/2019/06/18/democrats-at-trump-rally-impeach-him-now/,https://www.floridatoday.com/story/news/local/2019/06/14/stonewall-bar-organizes-counter-protest-trump-campaign-kickoff-orlando/1458106001/,,,
San Francisco,Uber San Francisco Headquarters,San Francisco  ,CA,US,2019-06-18,,,,,,,General Protestors,For Workers Rights,0,Rally,0,0,0,0,1,1,https://www.ktvu.com/news/uber-lyft-drivers-seeking-protections-rally-in-support-of-ab5,,,,,
San Jose,Downtown San Jose,Santa Clara  ,CA,US,2019-06-18,A Dozen,12,,12,,,General Protestors,For Trump,2,Rally,0,0,0,0,1,1,https://sanfrancisco.cbslocal.com/2019/06/18/police-outnumber-trump-supporters-san-jose-rally/,,,,,
Soldatna ,Satanic Temple,Kenai Peninsula Borough,AK,US,2019-06-18,A Dozen,12,,12,,,General Protestors,Against Satanism,0,Walkout,0,0,0,0,1,1,https://www.peninsulaclarion.com/news/satanic-temple-invocation-prompts-protest-walkouts-at-assembly-meeting/,,,,,
Woodstock,Department of Children and Family Services Building,McHenry,IL,US,2019-06-18,,,,,,,General Protesters,Other; Against child abuse; For criminal justice,0,protest,0,0,0,0,1,1,https://www.nwherald.com/2019/06/03/group-to-protest-outside-dcfs-building-courthouse-in-memory-of-aj/a8172q3/,,,,,
Augusta ,State House,Kennebec,ME,US,2019-06-19,nearly 30,30,,30,,,Silent No More Against Maine DHHS,protest Maine DHHS,0,Rally,0,0,0,0,1,1,https://www.wabi.tv/content/news/Silent-No-More-Against-Maine-DHHS-members-protest-in-Augusta-511531192.html,,,,,
Columbia ,Planned Parenthood ,Richland,SC,US,2019-06-19,,,,,,,General Protesters,Anti-Planned Parenthood,2,Rally,0,0,0,0,1,1,https://www.thestate.com/news/politics-government/article231717523.html,,,,,
Denver,Denver International Airport,  of Denver,CO,US,2019-06-19,,,,,,,General Protesters,Unsafe Working Conditions,0,Rally,0,0,0,0,1,1,https://denver.cbslocal.com/2019/06/19/prospect-airport-services-dia-denver-airport-strike/,,,,,
Etacada,Estacada Town Hall,Clackamas  ,OR,US,2019-06-19,,,,,,,General Protestors,Against Relocation,0,Meeting,0,0,0,0,1,1,https://pamplinmedia.com/en/30-news/431550-340339-community-rallies-around-timber-lake-job-corps,,,,,
Jeffersonville,,Clark  ,IN,US,2019-06-19,,,,,,,General Protesters,Noise from Local Businesses,0,Rally,0,0,0,0,1,1,https://www.newsandtribune.com/news/downtown-jeffersonville-residents-protest-noise-from-local-businesses/article_fb69a442-92db-11e9-a075-97ac8bea335c.html,,,,,
Los Angeles,Hall of Justice,Los Angeles,CA,US,2019-06-19,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,,
Memphis,,Shelby,TN,US,2019-06-19,,,,,,,General Protesters,Funding for SCS,0,Rally,0,0,0,0,1,1,https://www.localmemphis.com/news/education/advocates-rally-outside-county-commission-for-more-funding-for-shelby-county-schools/,,,,,
Menlo Park,,San Mateo,CA,US,2019-06-19,,,,,,,General Protesters,Anti-Instagram Policy,0,Rally,0,0,0,0,1,1,https://www.businessinsider.com/porn-stars-sex-workers-protest-instagram-hq-over-nudity-rules-2019-6?utm_source=hearst&utm_medium=referral&utm_content=allverticals,,,,,
Ogden ,Weber County Attorney's Office,Weber,UT,US,2019-06-19,,,,,,,Black Lives Matter,seek police reform,0,Rally,0,0,0,0,1,1,https://www.standard.net/police-fire/black-lives-matter-utah-to-protest-police-confrontation-shooting-of/article_3a84e912-94e1-5d97-b67d-d79330b97e33.html,,,,,
Pheonix,City Hall Meeting,Maricopa ,AZ,US,2019-06-19,,,,,,,General Protesters,seek police reform,0,Rally,0,0,0,0,1,1,https://www.abc15.com/news/phoenix-advocates-to-rally-outside-city-hall,,,,,
Ramsey,Main Street Train Station,Bergen  ,NJ,US,2019-06-19,Over a Hundred,100,,100,,,General Protesters,pro LGBTQ+ rights,1,Rally,0,0,0,0,1,1,https://www.northjersey.com/story/news/bergen/ramsey/2019/06/19/ramsey-no-flag-event-celebrates-pride-month-protests-towns-policy/1500041001/,,,,,
Salem ,State Capital,Salem  ,OR,US,2019-06-19,,,,,,,General Protesters,protest cap and trade policy,2,protest,0,0,0,0,1,1,https://www.kptv.com/featuredstories/convoy-converges-on-capitol-to-protest-house-bill/video_07107752-1f47-5b1e-aaf5-865da5d54364.html,,,,,
Salt Lake City ,Outside Colmena Group,Salt Lake ,UT,US,2019-06-19,Around 10,10,,10,,,General Protesters,protest Maine Dept. of Health and Human Services,0,Rally,0,0,0,0,1,1,https://www.wabi.tv/content/news/Silent-No-More-Against-Maine-DHHS-members-protest-in-Augusta-511531192.html,,,,,
San Francisco,City Hall,San Francisco  ,CA,US,2019-06-19,,,,,,,General Protestors ,seek black equality,0,Rally,0,0,0,0,1,1,https://www.ktvu.com/news/juneteenth-rally-held-at-san-francisco-city-hall,,,,,
Sauget ,Veolia Trade Waste Incineration,St. Claire,IL,US,2019-06-19,,,,,,,General Protesters,Anti-EPA Policy,0,Rally,0,0,0,0,1,1,https://www.bnd.com/news/local/article231740908.html,,,,,
Sudbury ,Sudbury Town Center,Middlesex  ,MA,US,2019-06-19,About 25,25,,25,,,General Protestors ,Impeach Trump,1,Rally,0,0,0,0,1,1,https://www.metrowestdailynews.com/news/20190615/sudbury-group-is-on-stump-to-dump-trump,,,,,
Sunnyvale,Alphabet's Shareholding Meeting,Santa Clara  ,CA,US,2019-06-19,Around 100,100,,100,,,Google employees,protest sexual harassment policy,0,Rally,0,0,0,0,1,1,https://www.vox.com/recode/2019/6/19/18691870/google-employees-activists-protest-alphabet-shareholder-meeting,,,,,
Tampa,Ybor City,Hillsborough,FL,US,2019-06-19,,,,,,,General Protesters,anti ICE,0,demonstration,0,0,0,0,1,1,https://www.wmnf.org/migrant-advocates-vigil-noise-demonstration-ybor-city/,,,,,
Warwick,City Hall,Kent   ,RI,US,2019-06-19,,,,,,,high school students,seek funding for high school sports,0,Rally,0,0,0,0,1,1,https://www.providencejournal.com/news/20190619/warwick-students-march-on-city-hall-to-protest-budget-cuts-yelling-fund-our-sports,,,,,
Arcadia,Santa Anita,Los Angeles,CA,US,2019-06-20,About 300,300,,300,,,General Protestors ,protect horses; protest horse racing,0,Rally,0,0,0,0,1,1,https://www.sgvtribune.com/2019/06/20/santa-anita-backstretch-workers-rally-amid-calls-to-halt-horse-racing/,,,,,
Binghamton,The Columbus School,Broome  ,NY,US,2019-06-20,A couple Hundred,200,,200,,,General Protestors ,protest unequal search protocol at local school,0,Rally,0,0,0,0,1,1,https://www.pressconnects.com/story/news/local/2019/06/20/groups-actions-were-response-to-allegations-students-were-illegally-strip-searched-east-middle-schoo/1497597001/,,,,,
Cincinnati,The Banks Building,Hamilton  ,OH,US,2019-06-20,Over One Hundred,100,,100,,,GE employees,protest cuts to healthcare budget,0,Rally,0,0,0,0,1,1,https://www.cincinnati.com/story/money/2019/06/20/ge-retirees-protest-health-benefit-pension-issues/1515628001/,,,,,
Estes Park,Downtown Estes Park,Larimer  ,CO,US,2019-06-20,Around 70,70,,70,,,General Protestors ,support embattled Mayor Pro Tem,0,Rally,0,0,0,0,1,1,https://www.eptrail.com/2019/06/20/supporters-of-mayor-pro-tem-cody-walker-attend-no-recall-rally/,,,,,
Lawton,Ft. Sill,Comanche  ,OK,US,2019-06-20,more than 200,200,,200,,,"Tsuru for Solidarity""",protest housing of immigrant minors in former internment camp,0,Rally,0,0,0,0,1,1,https://www.duncanbanner.com/cnhi_network/japanese-americans-lead-protest-saturday-at-ft-sill/article_55f3949c-93b6-11e9-a3fb-27fd7c8b1085.html,https://www.nytimes.com/2019/06/22/us/fort-sill-protests-japanese-internment.html,,,,
Manchester-By-The-Sea,Town Hall,Essex ,MA,US,2019-06-20,,,,,,,SeniorCare Inc.; Manchester's Police Department; Council on Aging ,increase awareness for elder abuse,0,rally,,,,,1,1,https://www.gloucestertimes.com/news/local_news/weather-postponing-elder-abuse-rallies/article_edb611d4-09e0-56c2-82fc-7b37a797530b.html,,,,,
Miami,Downtown Little Haiti,Miami-Dade  ,FL,US,2019-06-20,At least 10,10,,10,,,General Protestors ,Anti-zoning ,0,Rally,0,0,0,0,1,1,https://www.miamiherald.com/news/local/community/miami-dade/article231804403.html,,,,,
