City/Town,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
Rock Island,Augustana College campus,IL,US,2018-02-03,about 350,350,,350,,,general protestors,Rallying support for sexual assault victims,0,rally,0,0,0,0,1,1,http://qctimes.com/news/local/goal-of-augie-march-create-safe-place-for-people/article_22708244-7387-5d7d-8323-f474a20bca31.html,,,
San Diego,Balboa Park,CA,US,2018-02-03,several dozen,24,,24,,,general protestors,Protesting trophy hunting,0,protest,0,0,0,0,0,1,http://www.cbs8.com/story/37421813/local-activists-rally-against-trophy-hunting,,,
San Diego,Chicano Park,CA,US,2018-02-03,a couple dozen,24,,24,,,general protestors,Protesting the park as anti-white,2,protest,3,0,0,0,0,1,https://www.nbcsandiego.com/news/local/3-Arrested-Chicano-Park-Barrio-Logan-Patriot-Picnic-Demonstration-Counter-Protest-Rally-472525803.html,https://www.nbcsandiego.com/news/local/SDPD-Officer-Hospitalized-Chicano-Park-Demonstrations-Patriot-Picnic-Rally-472647553.html,,
San Diego,Chicano Park,CA,US,2018-02-03,severl hundreds,200,,200,,,general protestors,Defending the park,1,rally,0,0,0,0,0,1,https://www.nbcsandiego.com/news/local/3-Arrested-Chicano-Park-Barrio-Logan-Patriot-Picnic-Demonstration-Counter-Protest-Rally-472525803.html,https://www.nbcsandiego.com/news/local/SDPD-Officer-Hospitalized-Chicano-Park-Demonstrations-Patriot-Picnic-Rally-472647553.html,,
San Diego,Mission Beach,CA,US,2018-02-03,,,,,,,Oceana Southern California,Protesting offshore drilling,1,protest,0,0,0,0,1,1,http://www.cbs8.com/story/37421580/mission-beach-rally-against-president-trumps-drilling,,,
San Francisco,Civic Center Plaza,CA,US,2018-02-03,FB: 142,142,,142,,,March for Immigrants,Rallying for immigrant rights,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/366462180495356/,,,
San Luis Obispo,Mission Plaza,CA,US,2018-02-03,dozens,24,,24,,,SLO NAACP,National anthem protest; protesting racial inequality,1,protest,0,0,0,0,1,1,http://www.sanluisobispo.com/news/local/article198300159.html,,,
Santa Cruz,Cowell Beach,CA,US,2018-02-03,more than 1000,1000,,1000,,,Save Our Shores,Protesting offshore drilling,1,protest,0,0,0,0,1,1,https://www.mercurynews.com/2018/02/04/over-1000-people-rally-to-say-no-to-offshore-drilling-in-california/,,,
Santa Monica,Santa Monica Pier,CA,US,2018-02-03,hundreds of protesters ,200,,200,,,Ocean Protectors Coalition of Native Nations and Indigenous Peoples; Aim SoCal; Sierra Club; Heal the Bay; Center for Biological Diversity,Protesting offshore drilling,1,protest,0,0,0,0,1,1,http://www.smobserved.com/story/2018/02/06/news/tongva-prayers-launch-protest-on-sm-pier-to-heaven/3313.html,,,
Seattle,,WA,US,2018-02-03,,,,,,,general protestors,Rallying for victim of hate crime,0,rally,0,0,0,0,1,1,http://komonews.com/news/local/community-church-shows-support-for-family-victim-of-alleged-hate-crime,,,
Sun City,"Intersection of 99th Ave. and Bell Rd,",AZ,US,2018-02-03,,,,,,,Grandmothers for Peace,Rallying against war,0,rally,0,0,0,0,1,1,https://www.azcentral.com/story/news/local/surprise/2018/02/03/grandmothers-peace-arizona-protesting-war-35-years-and-counting/1025718001/,,,
Syracuse,,NY,US,2018-02-03,thousands,2000,,2000,,,general protestors,Rallying for aid to Puerto Rico,1,rally,0,0,0,0,1,1,http://www.nydailynews.com/new-york/new-york-rallies-behind-puerto-rico-hopes-federal-aid-article-1.3797306,,,
Washington  ,National Mall,DC,US,2018-02-03,,,,,,,March for Immigrants,Rallying for immigrant rights,1,rally,0,0,0,0,0,1,https://www.facebook.com/events/1650611964998683/,,,
Washington  ,Pennsylvania Ave,DC,US,2018-02-03,About 200,200,,200,,,Republican Hindu Coalition,Rallying in support of a Trump administration plan for a “merit-based” immigration system,2,rally,0,0,0,0,1,1,https://www.washingtonpost.com/local/dc-politics/high-skilled-indian-workers-rally-for-trumps-merit-based-immigration-plan/2018/02/03/702e617e-08fd-11e8-8777-2a059f168dd2_story.html?utm_term=.957efd83786c,,,
Waterville,Waterville City Hall,ME,US,2018-02-03,about 100 men and women,100,,100,,,Colby senior Adrienne Carmack,"Rallying in support of Lexius Saint Martin, a Haitian immigrant who was detained by ICE",1,rally,0,0,0,0,1,1,https://www.centralmaine.com/2018/02/03/crowd-rallies-outside-waterville-city-hall-to-support-haitian-immigrant/,,,
West Hartford,N. Main St and Farmington Ave,CT,US,2018-02-03,na,4,,4,,,Indivisible CT,anti-Trump,1,protest,0,0,0,0,1,1,Facebook,,,count from pic
West Palm Beach,Gun Club Rd.,FL,US,2018-02-03,photo,4,,4,,,trump Supporters,Pro-Trump and Pro-NRA,2,rally,0,0,0,0,1,1,https://www.palmbeachdailynews.com/news/national-govt--politics/protesters-supporters-out-greet-trump-wake-school-shooting/NgCVeL9JLepaTsFLHETgaK/,,,
Altoona,,WI,US,2018-02-04,,,,,,,Fierce freedom,Raising awareness about human trafficking,0,protest,0,0,0,0,1,1,http://www.leadertelegram.com/News/Local-Briefs/2018/02/02/div-class-libPageBodyLinebreak-br-div-343-2.html,,,
Athens,Boar's Nest,IL,US,2018-02-04,,,,,,,general protestors,Protesting national anthem protests,2,protest,0,0,0,0,1,1,http://foxillinois.com/news/local/some-residents-avoid-superbowl-following-national-anthem-protests-02-05-2018,,,
Columbus,Columbus City Hall,OH,US,2018-02-04,about 175,175,,175,,,Bartholomew County Indivisible; Su Casa Columbus; others,Rally to support DACA,1,rally,0,0,0,0,1,1,http://www.therepublic.com/2018/02/04/crowd-of-about-175-supports-local-national-daca-young-people/,,,
Denton,Downtown,TX,US,2018-02-04,small crowd,,,,,,general protestors,Protesting confederate monument,1,protest,0,0,0,0,1,1,http://www.dallasobserver.com/news/denton-confederate-statue-opponents-outnumbered-by-cops-at-protest-10335971,https://www.ntdaily.com/confederate-monument-draws-protesters-after-committee-decides-to-recommend-keeping-statue/,,
Minneapolis,Clairemont Ave.,MN,US,2018-02-04,more than 20,20,,20,,,Fierce Freedom,Protesting human trafficking,0,protest,0,0,0,0,0,1,http://www.leadertelegram.com/News/Front-Page/2018/02/04/Nonprofit-organizes-human-trafficking-rally-around-Super-Bowl-Sunday.html,,,
Minneapolis,Portland Ave.,MN,US,2018-02-04,around 200; about 300,200,,300,,,general protestors,National anthem protest; protesting racial inequality,1,protest,0,0,0,0,0,1,http://www.startribune.com/protesters-blocking-light-rail-tracks-near-super-bowl-site/472633223/,http://www.wbrc.com/story/37424431/protesters-block-trains-near-super-bowl-march-on-stadium,,
Minneapolis,University of Minnesota,MN,US,2018-02-04,around 40,40,,40,,,general protestors,National anthem protest; protesting racial inequality,1,protest,17,0,0,0,1,1,http://www.startribune.com/protesters-blocking-light-rail-tracks-near-super-bowl-site/472633223/,http://www.wbrc.com/story/37424431/protesters-block-trains-near-super-bowl-march-on-stadium,http://www.kmov.com/story/37424849/protesters-block-trains-near-super-bowl-march-on-stadium,
Riverview,Metro City Church,MI,US,2018-02-04,,,,,,,general protestors,Protesting conversion therapy,1,protest,0,0,0,0,1,1,https://pridesource.com/article/community-members-to-protest-conversion-therapy-workshop/,,,
San Francisco,St. Anthony Church,CA,US,2018-02-04,several dozen,24,,24,,,general protestors,Rallying in support of suspended teacher,0,rally,0,0,0,0,1,1,http://www.ktvu.com/news/students-hold-rally-in-support-of-teacher-under-investigation,,,
Simsbury,Deco Nails,CT,US,2018-02-04,FB: 46,46,,46,,,Forward CT,Protesting deportation of local couple,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/2486655624893758/,,,
Tacoma,Northwest Detention Center,WA,US,2018-02-04,,,,,,,BAYAN USA Pacific Northwest; Red Line Salish Sea; NWDC Resistance/Resistencia al NWDC; Anakbayan Seattle; Got Green,Protesting ICE deportations,1,protest,0,0,0,0,1,1,http://www.realchangenews.org/2018/02/07/peoples-tribunal-protests-ice-s-immigrant-deportation,https://www.facebook.com/events/2006428029682183/,,
Annapolis,,MD,US,2018-02-05,about 8 or 9,8,,9,,,PatriotPicket,Rallying for gun rights,2,rally,2,0,0,0,1,1,http://www.capitalgazette.com/news/general_assembly/ac-cn-capitol-police-arrest-0207-story.html,http://www.delmarvanow.com/story/news/local/maryland/2018/02/15/brothers-arrested-gun-rights-protest-file-lawsuit/341589002/,,
Baltimore,city council ,MD,US,2018-02-05,,,,,,,Legislators,Raise minimum wage to 15$,0,rally,0,0,0,0,1,1,http://www.baltimoresun.com/news/maryland/politics/95848622-132.html,,http://www.baltimoresun.com/news/maryland/baltimore-city/bs-md-ci-state-minimum-wage-20180205-story.html,
Beverly Hills,Hilton Hotel,CA,US,2018-02-05,about 50; several dozens,36,,50,,,general protestors,Protesting lack of diversity in Oscar nominees,0,protest,0,0,0,0,1,1,http://deadline.com/2018/02/hollywood-protests-hispanic-representation-oscar-nominees-luncheon-1202278618/,https://www.nytimes.com/2018/02/05/business/media/hispanics-hollywood-protest.html,,
Blue Ash,Cornell Rd.,OH,US,2018-02-05,FB: 69,69,,69,,,For Ohio's Future,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/206325979920155/,,,
Charleston,State Capitol,WV,US,2018-02-05,FB: 39,39,,39,,,Boss Babes WV,Rallying for reproductive rights,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/2182925048601827/,,,
Charlestown,City Hall,KY,US,2018-02-05,,,,,,,Pleasant Ridge Neighborhood Association,Rallying for transparency in local government,0,rally,0,0,0,0,1,1,http://www.newsandtribune.com/news/clark_county/protestors-call-for-transparency-in-charlestown-city-government/article_2bbc40e4-0aea-11e8-8c2b-1f96e0ee0a0a.html,http://www.wdrb.com/story/37438936/charlestown-residents-say-city-using-tax-dollars-to-file-lawsuits-against-residents,,
Del Rio,Val Verde County Judicial Center,TX,US,2018-02-05,NA,4,,4,,,Justice for Children,Protesting short sentence for teacher who had sexual relationship with student,0,protest,0,0,0,0,1,1,http://delrionewsherald.com/news/article_c98ff86c-0ad9-11e8-9f35-db2d87548e7f.html,,,
Detroit,McNamara Federal Building,MI,US,2018-02-05,about 100,100,,100,,,general protestors,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,http://www.thenewsherald.com/news/dream-act-supporters-rally-in-detroit-for-two-downriver-families/article_696404c2-d5aa-5367-a7cb-442698766920.html,,,
Geneseo,Outside Rep. Collins' office,NY,US,2018-02-05,about 25,25,,25,,,Student Coalition for Migrant Workers,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,http://www.thelcn.com/lcn01/rally-participants-call-for-clean-daca-bill-20180207,,,
Jersey City,City Hall,NJ,US,2018-02-05,,,,,,,Jersey Renews; Amalgamated Transit Union,Rallying for electric-powered options for public transportation,0,rally,0,0,0,0,1,1,http://www.nj.com/jjournal-news/index.ssf/2018/02/activists_call_for_more_electr.html#incart_river_index,http://www.miamiherald.com/news/politics-government/national-politics/article198776419.html,,
Las Cruces,Sen. Heinrich's office,NM,US,2018-02-05,More than 100,100,,100,,,Border Dreamers,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,http://www.kvia.com/news/new-mexico/nearly-a-hundred-daca-supporters-rally-in-las-cruces/697098498,http://www.lcsun-news.com/picture-gallery/news/2018/02/05/protesters-march-for-clean-dream-act/110140774/,,
Los Angeles,,CA,US,2018-02-05,30-40 people,30,,40,,,general protestors,Protesting shooting of teen by police,0,protest,0,0,0,0,1,1,https://mynewsla.com/crime/2018/02/05/teen-16-allegedly-armed-with-gun-killed-in-deputy-involved-shooting-in-south-la/,,,Non-Definent Date time frame 2/4/18-2/5/18
Los Angeles,,CA,US,2018-02-05,,,,,,,Project Islamic Hope,Protesting shooting of teen by police,0,vigil,0,0,0,0,0,1,https://mynewsla.com/crime/2018/02/05/teen-16-allegedly-armed-with-gun-killed-in-deputy-involved-shooting-in-south-la/,,,Non-Definent Date -time frame 2/5/18-2/6/18
Louisville,city council ,KY,US,2018-02-05,,,,,,,Charlestown residents,Protesting new housing and property regulations,0,protest,0,0,0,0,1,1,http://www.whas11.com/article/news/local/indiana/charlestown-residents-protest-at-city-council-meeting/515120382,,,
Madison,State Capitol,WI,US,2018-02-05,hundreds,200,,200,,,general protestors,Rallying for higher minimum wage,0,rally,0,0,0,0,1,1,http://www.wkow.com/story/37433342/2018/02/Monday/poor-peoples-campaign-rally-at-capitol-nationwide-call-to-action,,,
Meriden,City Hall,CT,US,2018-02-05,more than 50,50,,50,,,general protestors,Rallying for immigrant rights,1,rally,0,0,0,0,1,1,http://wshu.org/post/activists-rally-meriden-city-hall-support-immigrants#stream/0,,,
New York,Bronx County Hall of Justice,NY,US,2018-02-05,It’s just Newsome...and a few friends,5,,5,,,general protestors,Protesting trial of Police Sergeant Hugh Barry,0,protest,0,0,0,0,0,1,http://nycitylens.com/2018/02/police-officer-trial-2016-shooting-draws-protest/,,,
New York,Times Square,NY,US,2018-02-05,a large number of people,,,,,,Kashmir Freedom Movement,Rallying for Kashmir's independence from India,0,rally,0,0,0,0,1,1,https://www.samaa.tv/international/2018/02/rally-in-new-yorks-times-square-demands-kashmirs-freedom-from-india/,,,
Northampton,Main St.,MA,US,2018-02-05,about 20,20,,20,,,Western Mass Animal Rights Advocates,Protesting trophy hunting,0,protest,0,0,0,0,1,1,http://www.gazettenet.com/Animal-rights-protest-in-Northampton-15313927,,,
Oklahoma City,State Capitol,OK,US,2018-02-05,NA,3,,3,,,general protestors,Rallying for indigenous rights,1,rally,0,0,0,0,1,1,http://kfor.com/2018/02/05/the-need-to-stand-up-for-water-is-paramount-oklahoma-protesters-drop-banner-at-state-of-the-state/,,,
Phoenix,ICE Offices,AZ,US,2018-02-05,dozens,24,,24,,,general protestors,Protesting deportation of local woman,1,protest,0,0,0,0,1,1,https://www.usatoday.com/story/news/nation-now/2018/02/06/guadalupe-garcia-de-rayos-deportation-1-year-later/310128002/,,,
Pico Rivera,El Rancho High School,CA,US,2018-02-05,,,,,,,general protestors,Protesting teacher's anti-army rant,0,protest,0,0,0,0,1,1,http://www.foxla.com/news/local-news/bikers-rally-in-support-of-student-who-filmed-teachers-anti-military-rant,,,
Portland,Lake Oswego High School,OR,US,2018-02-05,,,,,,,Students,Protesting racist incident on campus,1,protest,0,0,0,0,1,1,http://www.koin.com/news/education/lake-oswego-students-protest-racial-incident/952527966,,,
Raleigh,Halifax Mall,NC,US,2018-02-05,About 50 people,50,,50,,,Poor People’s Campaign,Rallying for protection of the poor & kickoff of revived Poor People's Campaign,1,rally,0,0,0,0,1,1,http://www.newsobserver.com/news/local/counties/wake-county/article198484724.html,,,
San Jose,Story Rd.,CA,US,2018-02-05,about a dozen,12,,12,,,general protestors,Rallying for homesless rights,0,rally,0,0,0,0,1,1,https://www.mercurynews.com/2018/02/05/san-jose-homeless-advocates-protest-sweep-of-googleville-encampment/,https://www.mercurynews.com/2018/02/05/san-jose-homeless-advocates-protest-sweep-of-googleville-encampment/,,
San Marcos,Texas State University,TX,US,2018-02-05,more than 100,100,,100,,,Pan African Action Coalition,Protesting racist student body president,1,protest,0,0,0,0,1,1,http://www.statesman.com/news/local/man-chains-himself-texas-state-statue-hours-before-protest/zVEEYYHfaHm0jWmQJwSHNN/,,,
Springfield,,MO,US,2018-02-05,,,,,,,Missouri State Animal Rights Club,Protesting Carden Circus,0,protest,0,0,0,0,1,1,http://www.the-standard.org/life/animal-rights-club-protests-circus/article_feb7605e-0aeb-11e8-a430-d37da1f0645f.html,,,
Tallahassee,State Capitol,FL,US,2018-02-05,,,,,,,Poor People's Campaign,Protesting poverty,0,protest,0,0,0,0,1,1,http://www.tallahassee.com/story/news/2018/02/05/activists-revive-poor-peoples-campaign-half-century-after-king-assassination/306909002/,,,
Tucson,University of Arizona,AZ,US,2018-02-05,,,,,,,Black Student Union,Protesting police brutality,1,protest,0,0,0,0,1,1,http://www.wildcat.arizona.edu/article/2018/02/black-student-union-hold-silent-protest-to-honor-lives-taken-by-police-brutality,,,
Washington  ,Department of Labor,DC,US,2018-02-05,,,,,,,Restaurant Opportunities Center of Washington,Protesting Trump's tip consolidation proposal,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/383979495359743/,,,
Westfield,Rep. Lance's office,NJ,US,2018-02-05,NA,100,,100,,,Make the road NJ,Rallying for DREAM Act,1,rally,6,0,0,0,1,1,https://www.facebook.com/events/1437154489743677/?active_tab=discussion,https://patch.com/new-jersey/summit/summit-worshiper-among-6-arrested-during-westfield-protest,https://www.nbcnewyork.com/news/local/NJ-Clergy-Arrested-DACA-Protest-473046713.html,
Winfield,City Hall,WV,US,2018-02-05,dozens,24,,24,,,general protestors,Rallying for teacher's contracts,0,rally,0,0,0,0,1,1,https://www.wvgazettemail.com/news/putnam_county/putnam-teachers-rally-at-school-board/article_b38e6607-8e45-57da-b3d0-2e83db796cf0.html,,,
Wyoming County,,NY,US,2018-02-05,dozens,24,,24,,,general protestors,"Rallying for teachers, service workers",0,rally,0,0,0,0,1,1,http://www.register-herald.com/news/parents-rally-to-support-teachers-service-personnel/article_66668764-0b7f-11e8-886f-2f24e399ec14.html,,,
Albany,,NY,US,2018-02-06,,,,,,,Electric City Resistance,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,http://wamc.org/post/advocates-daca-recipients-dreamers-rally-albany,,,
Augusta,Statehouse,ME,US,2018-02-06,About two dozen people,24,,24,,,Friends of Frenchman Bay,Protesting proposal to create Bar Harbor port authority,0,protest,0,0,0,0,1,1,http://www.wabi.tv/content/news/Hancock-County-Residents-Rally-at-State-House-Against-Bar-Harbor-Port-Authority-Bill-473008073.html,https://www.mdislander.com/maine-news/port-authority-opponents-rally-maine-state-house,,
Bend,Peace Corner,OR,US,2018-02-06,,,,,,,"Indivisible Bend, Oregon",Protesting Trump,,,0,0,0,0,1,1,https://twitter.com/IndivisibleBend/status/961039936437682176,,,
Billings,17th St.,MT,US,2018-02-06,over a dozen,12,,12,,,TRANS*S,Protesting recent spat of hate crimes,0,protest,0,0,0,0,1,1,http://www.kulr8.com/story/37444692/organization-braves-freezing-temperatures-to-rally-against-hate,,,
Covington,Kenton County Public Library,KY,US,2018-02-06,FB: 39,39,,39,,,FootPrints for Peace,Protesting unlawful arrest of Native American man,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/162369671064452/,,,
Frankfort,State Capitol,KY,US,2018-02-06,,,,,,,Board of Student Body Presidents,Protesting cuts to higher education funding,0,protest,0,0,0,0,1,1,http://www.wkyt.com/content/news/Students-set-to-rally-in-Frankfort-for-higher-education-472905623.html,,,
Harrisburg,State Capitol,PA,US,2018-02-06,FB: 10,10,,10,,,TuesdaysWithToomey,Protesting gerrymandering,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/104044380415678/,,,
