CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Misc.,TearGas,Source1,Source2,Source3,Source4,Source5,Source6,Source7,Source8,Source9,Source10,Source11,Source12,Source13,Source14,Source15,,,,
Sacramento,Cesar Chavez Park,,CA,US,2020-10-17,,,,,,,Women's March Sacramento,"for women's rights, against President Trump, against filling vacant U.S. Supreme Court seat before inauguration, against racism, for immigrant rights, for LGBTQ+ rights",1,march,0,0,0,0,1,1,,"Women's March; Women's March Sacramento; March with us on October 17, 2020 as we #ALLRISE for RBG. Our women. Our gender non-conformers. Our Democracy. For our lives here in Sacramento and throughout the world. Let us #ALLRISE in solidarity to ring loud and clear once again from here and all around the world on October 17 - to send an unmistakable message of our fierce opposition to this Administration and their oppressive agenda.     We ESPECIALLY stand against their abject disrespect towards Ruth Bader Ginsburg’s seat still warm with her fire and tenacious spirit. Sacramento also mourns the painful injustice and the precious loss of the life of dear Breonna Taylor and all Black womxn who fell before and after her - we call for their justice.  We RISE for freedom of reproductive choice. We RISE for family unification for immigrants, and we RISE for Trans access to healthcare. WE RISE AGAINST FORCED HYSTERECTOMIES.     Allied in spirit with Women’s March Global, we RISE for Compassion, Allyship, Respect, and Equity.  We RISE with Sacramento’s civil rights leaders, local activists, elected officials, women’s rights advocates, star performers, and super artists.    Together, WE RISE.    We invite you to RISE WITH US and join forces for Get Out The Vote (GOTV), Activism, and Action!     RISE WITH US.    We especially invite students and children to join us. We need the youth to RISE with us.    We observe social distancing measures to ensure COVID safety. Virtual Marching options will be available on #WomensMarchSac social media pages.    *Please check the disclaimer for rules per the Capitol and City required guidelines*    SUBSCRIBE FOR THE LATEST UPDATES  www.womensmarchsac.com/subscribe    Date: Saturday, October 17th, 2020  Location: Cesar Chavez Plaza    Schedule of Events  8:30AM- 9AM: Voting Resource Tables, Sign Making, and Live Stream Begins  9AM - 9:45AM: Women’s Social Justice Rally, “Solutions Only!”  9:45AM - 10:45AM: Marching Action with Absentee Ballots. Led by local community activists. Return to Cesar Chavez Plaza  10:45AM - 11:30AM: “All Rise!” Social Justice Rally and Ballot Action    Contingents: Coordinate, register your organization to be listed, and plan to meet at Cesar Chavez Plaza by 8:30AM for the voter resources, and to get a good “socially distant” group formation spot for the rally and march.     Please keep heavy traffic in mind. Rideshare (Uber, Lyft, Taxi) drop-off area to be announced.    March Route: Route length will be approximately one mile. The marching action will be hosted by EMPACT and local activist organizations on the ground. TBA    Rally: Speakers, music, and live performances begin at 9AM Cesar Chavez Plaza. A shuttle for marchers with disabilities will be available. “Virtual March” options will be available on #WomensMarchSac Social Media Accounts with more details to be announced.    Parking: We encourage marchers to carpool, take regional transit or the 42 Yolo Bus from Davis and Woodland, and to reserve parking. Organizers from Woodland and Davis - please email Jose at Yolo Bus about the route to plan large groups at jperez@ycpd.org or call 530-402-2826. Special Parking passes for volunteers, will be announced via email. Blue Placard Disabled parking, bus parking, large carpools, and Ride-Share Drop Off (Uber, Lyft, Taxi) to be announced.    The Sacramento Police Department has let us know that parking regulations surrounding Cesar Chavez Plaza and the march route will be strictly enforced.    Accessibility: Additional Blue Placard Disabled parking locations to be announced. There will be a special lane marked with a Blue Placard for wheelchairs and a ramp that leads to seating for marchers with disabilities near a First Aid tent. The sign language interpreters will be in the livestream shot at all times. Masks are required at all times. Extra masks will be available in the First Aid and Information Tents. More accessibility information will be posted soon.    Although registration is not required to attend the event, we’re asking for participants to register on www.womensmarchsac.com/info so we can have an accurate count to plan for proper accommodations.    Disclaimer: Please keep 6 feet of social distance from any person who is not in your household and wear a face mask to cover your nose and mouth. Please limit sticks on signs or flags to 18 inches of wood from the bottom of the sign or flag. By choosing to attend this event, you are acknowledging the risks involved, and you are committing to participate nonviolently and in accordance with the law, and to work to de-escalate confrontations with counter protesters or others.    You agree (i) not to engage in any act of violence or violation of any applicable law, (ii) to obey the orders of authorized event marshals and law enforcement authorities, (iii) that Women’s March Sacramento organizers and affiliate organizations will not be responsible for any injury or damage to your person or property resulting from or occurring in the course of your participating in the event; and you agree to release and forever hold harmless Women’s March Sacramento, affiliated organizations, and their respective officers, directors, employees and agents from liability for any such injury or damage.",https://www.sacbee.com/news/local/article246532358.html,https://act.womensmarch.org/event/oct-17-march/93/,https://twitter.com/jill_donley/status/1317541598285103104,https://news.yahoo.com/womens-march-held-downtown-sacramento-053614879.html,,,,,,,,,,,,,,,,
Saint Bonifacius,8955 Hilltop Dr,,MN,US,2020-10-17,,,,,,,general protesters,"for women's rights, against President Trump, against filling vacant U.S. Supreme Court seat before inauguration",1,march,,,,,1,1,,Women's March; Move em out; March at sunset to symbolize sunset on this administration,,https://act.womensmarch.org/event/oct-17-march/439/,,,,,,,,,,,,,,,,,,
Saint Cloud,"Great River Regional Library, Stearns County Courthouse",,MN,US,2020-10-17,almost 200 ,200,,200,,,general protesters,"for women's rights, against President Trump, against filling vacant U.S. Supreme Court seat before inauguration, for Joe Biden",1,march,0,0,0,0,1,1,,"Women's March; St. Cloud Women's March; We will be meeting outside the library for a welcome, directions, and brief speeches. Then we will march together down St. Germain Street to the Courthouse at 725 Courthouse Sq, Saint Cloud, MN 56303. At the Courthouse, we will host more speeches on the steps outside. List of speakers is TBD and will be available closer to the event on our Facebook event page.",,https://act.womensmarch.org/event/oct-17-march/253/,https://www.sctimes.com/story/news/2020/10/17/st-cloud-womens-march-hosts-tami-calhoun-dan-wolgamott-others/3694628001/,https://www.sctimes.com/picture-gallery/news/2020/10/18/st-cloud-womens-march-president-trump-rallies-held-st-cloud/3700117001/,,,,,,,,,,,,,,,,
Saint Cloud,Minnesota Highway 23,,MN,US,2020-10-17,,,,,,,general protesters,for President Trump,2,car caravan; rally,0,0,0,0,1,1,,,,"St. Cloud Women's March, President Trump rallies held in St. Cloud (sctimes.com)",,,,,,,,,,,,,,,,,,
Saint Johns,Shands Pier,,FL,US,2020-10-17,,,,,,,general protesters,"for women's rights, against President Trump, against filling vacant U.S. Supreme Court seat before inauguration",1,march,,,,,1,1,,"Women's March; Women for Liberty; Join the “Women For Liberty”for a voice against degradation of women. Equality for ALL women !!  All women, bi, trans and sympathetic men welcome.",,https://act.womensmarch.org/event/oct-17-march/441/,,,,,,,,,,,,,,,,,,
Saint Louis,Old Court House,,MO,US,2020-10-17,,,,,,,general protesters,"for women's rights, against President Trump, against filling vacant U.S. Supreme Court seat before inauguration",1,march,,,,,1,1,,"Women's March; Women’s March 2020 Old Court House STL; We’re holding socially distant actions across the city to send an unmistakable message about the fierce opposition to Trump and his agenda, including his attempt to fill Ruth Bader Ginsburg’s seat and all human rights/social issues. Everyone is welcome! Masks are required.",,https://act.womensmarch.org/event/oct-17-march/386/,,,,,,,,,,,,,,,,,,
Saint Louis,St. Louis Public Library-Carpenter Branch,,MO,US,2020-10-17,FB: 54,54,,54,,,Uhuru Solidarity Movement,"for housing for homeless people, for payment of reparations by local universities to African community, for release of Mumia Abu-Jamal, against racism",1,march; rally,,,,,1,1,,,,https://www.facebook.com/events/2418091948500650/,,,,,,,,,,,,,,,,,,
Saint Paul,DFL Headquarters,,MN,US,2020-10-17,about three dozen,36,,36,,,general protestors,for confirming Amy Coney Barrett to the U.S. Supreme Court,2,protest,0,0,0,0,1,1,,,,"St. Paul rally supports court nominee, but protest called off for COVID-19 concerns - StarTribune.com",,,,,,,,,,,,,,,,,,
Saint Paul,Minnesota State Capitol,,MN,US,2020-10-17,,,,,,,Minnesota Trump Victory,"for confirmation of Amy Coney Barrett to U.S. Supreme Court, for President Trump",2,rally,,,,,1,1,,,,https://www.startribune.com/st-paul-rally-calls-for-amy-coney-barrett-to-be-confirmed-anti-nomination-rally-called-off/572782732/,,,,,,,,,,,,,,,,,,
Saint Petersburg,St. Petersburg City Hall,,FL,US,2020-10-17,,,,,,,Movement St. Pete,"in support of political prisoners, against racism, against police violence",1,march,0,0,0,0,1,1,,March for Political Prisoners; called off march during sign-making as counter-protesters for Uhuru Solidarity event continually walked by them,,https://photos.cltampa.com/protesters-gather-at-tampas-womens-march-and-st-petes-march-for-political-prisoners/?slide=1&wm-1,https://ne-np.facebook.com/events/1267067150352253/,,,,,,,,,,,,,,,,,
Saint Petersburg,St. Petersburg City Hall,,FL,US,2020-10-17,,,,,,,Patriot Action Network,"in support of police, against anti-racism protesters",2,counter-protest,0,0,0,0,0,1,20201017-stpete-uhuru,,,https://photos.cltampa.com/protesters-gather-at-tampas-womens-march-and-st-petes-march-for-political-prisoners/?slide=1&wm-1,,,,,,,,,,,,,,,,,,
Saint Petersburg,St. Petersburg City Hall,,FL,US,2020-10-17,FB: 45,45,,45,,,Uhuru Solidarity Movement,"for housing for homeless people, for payment of reparations by local universities to African community, for release of Mumia Abu-Jamal, against racism",1,march; rally,,,,,1,1,20201017-stpete-uhuru,,,https://www.facebook.com/events/3180583575371032/,,,,,,,,,,,,,,,,,,
Salem,Bush's Pasture Park to Governor's mansion,,OR,US,2020-10-17,nearly 100 ,100,,100,,,Proud Boys; Women for Trump,"against Governor Brown, for President Trump",2,march,0,0,0,0,1,1,,Some participants were heavily armed.,,https://www.statesmanjournal.com/story/news/2020/10/17/proud-boys-women-trump-march-oregon-governors-mansion-salem/3698556001/,,,,,,,,,,,,,,,,,,
Salisbury,Salisbury University,,MD,US,2020-10-17,,,,,,,,"for women's rights, against President Trump, against filling vacant U.S. Supreme Court seat before inauguration",1,march,,,,,1,1,,Women's March; No Confirmation Before Inauguration Event-Delmarva; We will be hosting a local sign holding event to oppose SCOTUS confirmation until after the presidential inauguration.,,https://act.womensmarch.org/event/oct-17-march/230/,,,,,,,,,,,,,,,,,,
Salt Lake City,Salt Lake County Building,,UT,US,2020-10-17,some 200; about 250; few hundred,200,,300,,,,"for women's rights, for reproductive rights, against President Trump, against filling vacant U.S. Supreme Court seat before inauguration",1,march,,,,,1,1,,"Women's March; SLC UT Womens March; March for Womens rights, women's values.    https://fb.me/e/1hZLxms91    Find us on Facebook!",,https://act.womensmarch.org/event/oct-17-march/286/,https://www.ksl.com/article/50033005/protesters-rally-against-trump-at-womens-march-in-salt-lake-city,https://www.sltrib.com/news/2020/10/17/hundreds-gather-salt-lake/,,,,,,,,,,,,,,,,
San Antonio,Travis Park,,TX,US,2020-10-17,,,,,,,Women's March of Central Texas,"for women's rights, against President Trump, against filling vacant U.S. Supreme Court seat before inauguration",1,march,0,0,0,0,1,1,,"Women's March; Women's March - March. Vote. Dissent.; Together we will send an unmistakable message about our fierce support for an intersectional feminist agenda, including allowing Ruth Bader Ginsburg’s seat to remain unfilled until after inauguration.    Everyone is welcome! Please bring masks and stay with your group in an effort to maintain social distancing. Bring your signs to protest with! Check out our Facebook page for Women's March of Central Texas for Printable #RBG signs.     We are celebrating feminism, energizing voters in San Antonio, and calling on our senators to not fill RBG's place until after inauguration.    If your organization would like to table at the March termination point, contact CentralTexas@womensmarch.org",,https://act.womensmarch.org/event/oct-17-march/141/,https://www.sacurrent.com/sanantonio/all-the-powerful-signs-carried-during-the-womens-march-in-san-antonio-this-weekend/Slideshow/24701127,https://news4sanantonio.com/news/local/demonstrators-flood-downtown-san-antonio-for-a-second-womens-march-this-year,,,,,,,,,,,,,,,,
San Buenaventura,Ventura City Hall,,CA,US,2020-10-17,,,,,,,,"for women's rights, against President Trump, against filling vacant U.S. Supreme Court seat before inauguration",1,march,,,,,1,1,,"Women's March; Wall of Justice; Join the ""Wall of Justice""  for the  Health of our Democracy  Health of People  Health of Children  Health of Women  Health of Black Lives  Health of our Planet  Health of our Democratic Institutions  Health of our Rights  Health of our Post Office  Health of . . . . .  Prepare: Make a sign that starts with For the Health of . . . . come early for parking.  Guidelines:  We will form a ""wall"" of signs from Ventura City Hall to the Sea (on the West side of California Street in Ventura). Be sure to be anywhere on California Street from the Promenade all the way to City Hall - socially distant. Bring water, stay hydrated. Wear sun-protection.  This is a silent installation:  Let your signs do the shouting!   Stay for an hour.  <U+2728>  <U+2728>  <U+2728>  By participating in this event, you agree  (i) not to engage in any act of violence or violation of any applicable law,  (ii) to obey the orders of authorized event marshals and law enforcement authorities, and  (iii) that event organizers and sponsors will not be responsible for any injury or damage to your person or property resulting from or occurring in the course of your participating in the event, and you agree to release and forever hold harmless event organizers and sponsors, and their respective officers, directors, employees, and agents from liability for any such injury or damage.  #justiceforallvc  #indivisibleventura",,https://act.womensmarch.org/event/oct-17-march/304/,,,,,,,,,,,,,,,,,,
