CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,,
West Palm Beach ,downtown,Palm Beach,FL,US,2019-05-21,more than 100; about 150,100,,150,,,general protestors,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.sun-sentinel.com/news/politics/fl-ne-wpb-abortion-rally-20190521-avung7izc5ghbozsv7wr5yjrze-story.html,https://www.palmbeachpost.com/news/20190521/pro-choice-protesters-in-west-palm-beach-urge-end-to-tightening-abortion-restrictions,,,,,
Wilmington,City Hall,New Hanover,NC,US,2019-05-21,hundreds,100,,100,,,ACLU of Delaware,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.wwaytv3.com/2019/05/21/state-abortion-bans-spark-hundreds-to-protest-in-wilmington-streets/,https://www.stopabortionbans.org,,,,,
Wilmington,Rodney Square,New Castle,DE,US,2019-05-21,dozens,24,,24,,,ACLU; Planned Parenthood,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.delawareonline.com/story/news/2019/05/21/national-abortion-debate-touches-touches-down-delaware/3751066002/,,,,,,
Yuma,250 S. 2nd St,Yuma,AZ,US,2019-05-21,,,,,,,Yuma County Indivisible,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,,,,,1,1,https://www.stopabortionbans.org,,,,,,
Austin,University of Texas at Austin,Travis,TX,US,2019-05-22,hundreds,200,,200,,,Graduate Students,for better compensation; rally,0,march,0,0,0,0,1,1,https://www.kxan.com/news/local/austin/ut-graduate-students-rally-for-higher-pay-more-tuition-help/,,,,,,
Bainbridge Island,Intersection of Highway 305 and Winslow Way,Kitsap,WA,US,2019-05-22,more than 100,100,,100,,,Indivisible Bainbridge Island,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.bainbridgereview.com%2Fnews%2Fban-the-bans-pro-choice-protest-comes-to-bainbridge%2F&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C3b94026289134bf6d3ba08d6e3245015%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636946142445764190&sdata=v%2FuC5iVqP9s5VoMKpOzPlgXd3pKXhIHl2QH6fcIhL0c%3D&reserved=0,,,,,,
Carson City,outside State Legislature,Carson City,NV,US,2019-05-22,more than one hundred,100,,100,,,Nevada State Education Association; Clark County Education Association,education; for pay raise,0,protest,0,0,0,0,1,1,https://apnews.com/19b04876de964f2f83ace9c55881e15b,,,,,,
El Paso,Zavala Elementary School,El Paso,TX,US,2019-05-22,,,,,,,Parents And Students,against school closures,0,march,0,0,0,0,1,1,https://www.elpasotimes.com/story/news/education/2019/05/24/beall-burleson-elementary-school-parents-and-students-march-zavala/1208742001/,,,,,,
Hempstead,Treehouse Cafe,Nassau,NY,US,2019-05-22,N/A,25,,25,,,general protestors,calling for action at dangerous abandoned treehouse cafe property,0,protest,0,0,0,0,1,1,"http://www.liherald.com/bellmore/stories/residents-rally-at-site-of-abandoned-treehouse-cafe,115661",,,,,,
Los Angeles,Hall of Justice,Los Angeles,CA,US,2019-05-22,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,,,
Ludington,Mason County Courthouse,Mason,MI,US,2019-05-22,approximately 100,100,,100,,,West Michigan Community Mental Health,for greater awareness; mental health,0,march,0,0,0,0,1,1,https://www.shorelinemedia.net/ludington_daily_news/news/cmh-hosts-third-annual-walk-a-mile-in-my-shoes/article_048e90bb-ca87-59ba-ade0-f75a1bf9c4b0.html,,,,,,
Nashville,,Davidson,TN,US,2019-05-22,hundreds,200,,200,,,TIRRC votes,voting rights,1,rally,0,0,0,0,1,1,https://www.newschannel5.com/news/groups-rally-to-get-nashville-immigrants-to-the-voting-booths,,,,,,
Rochester,Peace Plaza,Olmsted,MN,US,2019-05-22,more than 100,100,,100,,,ACLU; Planned Parenthood Action Fund; NARAL,civil rights; for abortion rights,1,rally,0,0,0,0,1,1,https://www.postbulletin.com/news/local/pro-choice-rally-in-rochester-calls-for-end-of-complacency/article_9d22e6d4-7cdb-11e9-8a33-a310eedae8c0.html,,,,,,
Sacramento,State Capitol,Sacramento,CA,US,2019-05-22,more than 1000,1000,,1000,,,Red for Ed,for greater education funding,0,march,0,0,0,0,1,1,https://www.sacbee.com/news/local/education/article230711709.html,,,,,,
Sebastopol,downtown plaza,Sonoma,CA,US,2019-05-22,about 40,40,,40,,,general protestors,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,http://www.sonomawest.com/slideshow-stop-the-bans-protest-in-sebastopol/article_e4f71a62-7ca3-11e9-b8c7-0ba82abaee34.html,,,,,,
Spokane,,Spokane,WA,US,2019-05-22,dozens,24,,24,,,church at Planned Parenthood,against abortion rights; against planned parenthood,2,counter protest,0,0,0,0,1,1,https://www.krem.com/article/news/local/anti-abortion-group-holds-worship-service-at-spokane-planned-parenthood/293-d09698aa-52fd-4143-8fd6-2b3eedae8772,,,,,,
Springfield,Cox South Hospital,Greene,MO,US,2019-05-22,,,,,,,general protestors,healthcare; for opioid access,1,protest,0,0,0,0,1,1,https://www.news-leader.com/story/news/local/ozarks/2019/05/15/chronic-pain-patients-rally-springfield-dont-punish-pain-movement/3679625002/,,,,,,
Toledo,One Government Center,Lucas,OH,US,2019-05-22,dozens,24,,24,,,general protestors,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.13abc.com/content/news/Heartbeat-Law-protested-at-Toledo-city-hall-510305631.html,,,,,,
Tucson,in front of County Library,Pima,AZ,US,2019-05-22,about 150,150,,150,,,Tucson Abortion Support Collective,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.kold.com/2019/05/23/tucson-protesters-rally-abortion-rights/,,,,,,
Tucson,US Federal Building,Pima,AZ,US,2019-05-22,about 300,300,,300,,,Justice Alliance,civil rights; for abortion rights,1,protest,0,0,0,0,0,1,https://www.kold.com/2019/05/23/tucson-protesters-rally-abortion-rights/,,,,,,
Waterloo,Lincoln Park,Black Hawk,IA,US,2019-05-22,about 50,50,,50,,,general protestors,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://wcfcourier.com/news/local/govt-and-politics/protesters-rally-for-reproductive-rights/article_1476d896-acd1-5823-832d-14dd398e5274.html,,,,,,
Yakima,Planned Parenthood Yakima Health Center,Yakima,WA,US,2019-05-22,about 150,150,,150,,,general protestors,civil rights; against abortion rights,2,protest,0,0,0,0,1,1,https://www.yakimaherald.com/news/local/yakima-community-members-rally-on-all-sides-of-the-abortion/article_2efffd48-f985-5b7d-b8b5-133980ebd408.html,,,,,,
Yakima,Planned Parenthood Yakima Health Center,Yakima,WA,US,2019-05-22,,,,,,,general protestors,pro abortion ,1,counter protest,0,0,0,0,0,1,https://www.yakimaherald.com/news/local/yakima-community-members-rally-on-all-sides-of-the-abortion/article_2efffd48-f985-5b7d-b8b5-133980ebd408.html,,,,,,
Chicago,Englewood neighborhood,Cook,IL,US,2019-05-23,,,,,,,general protestors,for public education; against violence,0,march,0,0,0,0,1,1,https://wgntv.com/2019/05/23/englewood-students-march-in-4th-annual-graduation-over-guns-ahead-of-holiday-weekend/,,,,,,
Dallas,DFW Airport Hotel,Dallas,TX,US,2019-05-23,dozens,24,,24,,,Fight for $15,rally; for higher minimum wage,1,counter protest,0,0,0,0,1,1,https://www.star-telegram.com/news/politics-government/national-politics/article230740284.html,,,,,,
Durham,McDonald's location,Durham,NC,US,2019-05-23,roughly 200,200,,200,,,Fight for $15,for higher minimum wage,1,march,0,0,0,0,1,1,https://www.wctv.tv/content/news/McDonalds-workers-demand-15-an-hour-in-rallies-across-nation-510331301.html,,,,,,
Eugene,EMU ampitheater,Lane,OR,US,2019-05-23,,,,,,,Graduate Teaching Fellows Federation; Leabor Education and Research Center,against layoffs; against education cuts; rally,0,protest,0,0,0,0,1,1,https://www.dailyemerald.com/news/gtff-lerc-rally-after-cramming-board-of-trustees-meeting/article_b7204308-7ddd-11e9-8a47-ab57d697f003.html,,,,,,
Fairbanks,Veterans Memorial Park,Fairbanks North Star,AK,US,2019-05-23,more than 100,100,,100,,,general protestors,against state executive; for public education,0,rally,0,0,0,0,1,1,http://www.newsminer.com/news/local_news/fairbanksans-rally-in-support-of-maintaining-funding-for-the-university/article_3c2347b0-7df9-11e9-a2e6-9780fd67d6a8.html,,,,,,
Jackson,capitol; 400 High St,Hinds,MS,US,2019-05-23,about 200,200,,200,,,Planned Parenthood Southeast,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,0,0,0,0,1,1,http://www.jacksonfreepress.com/news/2019/may/23/mississippi-debates-abortion-maternal-mortality-re/,,,,,,
Little Rock,Planned Parenthood,Pulaski,AR,US,2019-05-23,,,,,,,general protestors,pro-choice; against abortion ban; stop abortion bans day of action,1,rally,0,0,0,0,1,1,https://twitter.com/ShannonAlline/status/1131636618639695872,,,,,,
Little Rock,State Capitol,Pulaski,AR,US,2019-05-23,,,,,,,Don't Punish Pain,against opioid crisis; for greater awareness,0,rally,0,0,0,0,0,1,https://www.kark.com/news/local-news/dont-punish-pain-rally-held-at-capitol-steps/,,,,,,
Milwaukee,McDonald's location,Milwaukee,WI,US,2019-05-23,over 40,40,,40,,,Fight for $15,for higher minimum wage; rally,1,march,0,0,0,0,1,1,https://www.jsonline.com/story/news/local/milwaukee/2019/05/23/milwaukee-joins-series-fight-15-demonstrations-mcdonalds/3769321002/,,,,,,
Missoula,Missoula County Courthouse,Missoula,MT,US,2019-05-23,nearly 20,20,,20,,,general protestors,civil rights; for abortion rights,1,rally,0,0,0,0,1,1,https://missoulian.com/news/local/missoula-high-school-students-stage-abortion-rights-protest/article_9c943e31-c4c0-523a-8603-7b9d789c6135.html,,,,,,
Norristown,Montgomery County Courthouse steps,Montgomery,PA,US,2019-05-23,,,,,,,Raise the Wage PA,for higher minimum wage,1,rally,0,0,0,0,1,1,https://www.timesherald.com/news/local/groups-rally-at-montco-courthouse-for-minimum-wage-increase/article_ccb92612-7db0-11e9-8474-334e05e614b8.html,,,,,,
Pantops,outside of Drew Halzworth's office,Albemarle,VA,US,2019-05-23,count pic,11,,11,,,Charlottesville Public Housing Association of Residents,for public housing; for landlord negotiations,0,protest,0,0,0,0,1,1,https://www.cbs19news.com/content/news/Protesters-rally-outside-landlords-office-demanding-change-510354871.html,,,,,,
Providence ,Federal Hill Restaurant,Providence,RI,US,2019-05-23,nearly 200,200,,200,,,the Womxn Project,civil rights; for abortion rights,1,protest,0,0,0,0,1,1,https://www.providencejournal.com/news/20190523/ri-abortion-rights-advocates-protest-outside-democratic-fundraiser?rssfeed=true,,,,,,
Salem,state capitol,Marion,OR,US,2019-05-23,,,,,,,March for our Lives,for greater gun control,1,protest,0,0,0,0,1,1,https://democratherald.com/news/local/students-protest-death-of-state-gun-control-bill/article_5d07e195-e877-51cf-a3a0-b2dc6787921b.html,,,,,,
Santa Barbara,,Santa Barbara,CA,US,2019-05-23,about 150,150,,150,,,general protestors,against fossil fuels; environment,1,protest,0,0,0,0,1,1,https://www.sanluisobispo.com/news/local/environment/article230811619.html,,,,,,
Allentown,in front of allentown city hall,Lehigh,PA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,"Once only (all options, except Every Friday and Weekly, are treated as once only)",<a href='https://www.facebook.com/events/378563146092483/?ti' target='_blank'>Link</a> Â Â Â
Ames,Ames Middle School (Students only),Story,IA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,12:30-1:00,,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
Anchorage,In front of townhall,Anchorage,AK,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Every Friday,
Appleton,Houdini's Plaza and in front of high schools,Outagamie,WI,US,2019-05-24,,,,,,,"Saint Francis Xavier High School, Appleton East High School, Appleton West High School, And Appleton North High School Of Appleton Wisconsin",for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
Arcata,In front of townhall,Humboldt,CA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Monthly,
Ashland,"Ashland Plaza, on Main St.",Jackson,OR,US,2019-05-24,,,,,,,Sharks are our Friends,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,12-12:30pm,,Every Friday,
Astoria,In front of townhall,Clatsop,OR,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,demonstration,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Every Friday,
Atascadero,"6500 Palma Ave, Atascadero CA 93422",San Luis Obispo,CA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,12:00-3:00,,Once only,
Athens,The University of Georgia,Clarke,GA,US,2019-05-24,,,,,,,Georgia Climate Change Coalition Inc.,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,12:00 - 3:00 pm,,Every Friday,<a href='https://actionnetwork.org/events/fridaysforfuture' target='_blank'>Link</a> Â Â Â
Atlanta,Five Points,Fulton,GA,US,2019-05-24,,,,,,,general protestors,for racial justice; for police accountability,1,protest,0,0,0,0,1,1,https://www.11alive.com/article/news/local/family-activists-rally-in-support-of-man-shot-and-killed-by-atlanta-police-officer/85-ad97018f-8073-4054-807b-ff4f24501509,https://www.fridaysforfuture.org/events/map,,,,,
Austin,In front of the capitol | Capital of Texas in Austin,Travis,TX,US,2019-05-24,,,,,,,the Student Empowerment Association,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,1pm-5pm | 1:30 -3,,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
Austin,In front of townhall,Travis,TX,US,2019-05-24,,,,,,,echoclimate,for climate change action; pro-environment,1,rally,,,,,0,1,https://www.fridaysforfuture.org/events/map,,,10:00am-2:00pm,,Once only,<a href='https://instagram.com/echoclimate' target='_blank'>Link</a> Â Â Â
Basin,In front of townhall,Big Horn,WY,US,2019-05-24,,,,,,,ecoenlight,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,1:00 pm - 2:00 pm,,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
Baton Rouge,"900 3rd N St Baton Rouge LA, 70802 | 900 North Third Street Baton Rouge, LA 70802",East Baton Rouge,LA,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,rally,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm) | At 12.00-13.00 (noon to 1pm),,"Once only (all options, except Every Friday and Weekly, are treated as once only)",<a href='https://m.facebook.com/events/2289978121244975?ref' target='_blank'>Link</a> Â Â Â  <a href='https://m.facebook.com/events/2215323521836455?ref' target='_blank'>Link</a> Â Â Â
Bend,1033 NW Wall Street,Deschutes,OR,US,2019-05-24,,,,,,,US Youth Climate Strikes / Oregon Climate Action,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,3:00 PM,,Every Friday,<a href='https://actionnetwork.org/events/fridays-for-future-bend-youth-strike/' target='_blank'>Link</a> Â Â Â
Berkeley,UC Berkeley Sproul Plaza,Alameda,CA,US,2019-05-24,,,,,,,People's Park Committee,for climate change action; pro-environment,1,demonstration,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Every Friday,<a href='https://www.facebook.com/events/833406473704677/?ti' target='_blank'>Link</a> Â Â Â
Boca Raton,In front of townhall,Palm Beach,FL,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,Between 12 and 2pm,,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
Boise,capitol building ,Ada,ID,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,"At 12.00-13.00 (noon to 1pm) | At 12.00-13.00 (noon to 1pm) | 12:30-1:30 for demonstration, the river clean up will be over by 4:00 | 12:30 - 1:30 PM",,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
Boston,In front of statehouse,Suffolk,MA,US,2019-05-24,hundreds,200,,200,,,general protestors,for climate change action; pro-environment,1,strike,0,0,0,0,1,1,https://www.fridaysforfuture.org/events/map,https://twitter.com/SunriseBoston/status/1131928919869919232,,8am - 3pm,,Once only,<a href='https://www.facebook.com/events/337489243582926/' target='_blank'>Link</a> Â Â Â
Brattleboro,"Pliny Park, Brattleboro, VT",Windham,VT,US,2019-05-24,,,,,,,general protestors,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Every Friday,
Brookline,In front of school,Norfolk,MA,US,2019-05-24,,,,,,,Coolidge Corner School,for climate change action; pro-environment,1,walkout,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,1:20 - 1:40 (ending later if possible),,"Once only (all options, except Every Friday and Weekly, are treated as once only)",
Burlington,Pomeroy Park,Chittenden,VT,US,2019-05-24,,,,,,,Burlington Betterment and Beautification Bureau,for climate change action; pro-environment,1,strike,,,,,1,1,https://www.fridaysforfuture.org/events/map,,,At 12.00-13.00 (noon to 1pm),,Weekly,<a href='https://mobile.twitter.com/bbbb_vt' target='_blank'>Link</a> Â Â Â
