CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4,Source5,Source6
Portland,Payson Park; along Baxter Boulevard,ME,US,2017-08-20,about 1200,1200,,1200,,,Maine People's Alliance,Protesting racism; white supremacy,1,protest,0,0,0,0,1,1,http://www.pressherald.com/2017/08/20/about-1200-rally-in-portland-against-racism/,http://www.sunjournal.com/news/maine/2017/08/21/more-1000-people-rally-against-racism-portland/2185466,,,,,
Santa Maria,Betteravia Rd. and Miller St.,CA,US,2017-08-20,nearly 200,200,,200,,,general protestors,Vigil for Peace; against white supremacy,1,protest,0,0,0,0,1,1,http://www.keyt.com/news/santa-maria-north-county/love-not-hate-rally-draws-big-crowd-in-santa-maria/607029554,http://santamariatimes.com/news/local/nearly-people-rally-against-hate-bigotry-during-vigil-for-peace/article_e005e939-e9e7-54bf-961c-07029d37130c.html,,,,,
Seattle,Westlake Park,WA,US,2017-08-20,,,,,,,general protestors,emergency anti-nazi rally,1,rally; march,0,0,0,0,1,1,http://www.kiro7.com/news/local/emergency-anti-nazi-rally-to-be-held-in-seattles-westlake-park/595580599,,,,,,
St. Paul,,MN,US,2017-08-20,,,,,,,lose friends of Philando Castile,Push Back Against Hate,1,rally,,,,,1,1,http://minnesota.cbslocal.com/2017/08/19/twin-cities-residents-call-for-unity/,,,,,,
Toledo,University of Toledo,OH,US,2017-08-20,NA,25,,50,,,Organizer Ruth Leonard ,against hatred and bigotry,1,march,0,0,0,0,1,1,http://www.13abc.com/content/news/Protestors-march-for-love-and-unity-441319543.html,,,estimate from pictures,,,
Walpole ,in front of the veteran’s memorial,MA,US,2017-08-20,about 40,40,,40,,,organizer Susan Kershaw,"speak out against racism that convulsed Charlottesville, Va",1,rally,0,0,0,0,1,1,http://www.sentinelsource.com/news/local/walpole-rally-participants-speak-out-against-racism-hate/article_9f0a4f49-2b35-548d-be94-0ca725407a83.html,,,,,,
Wichita,,KS,US,2017-08-20,,,,,,,general protestors,Protesting violence/racism in Charlottesville,1,protest,0,0,0,0,1,1,http://ksn.com/2017/08/20/wichita-sees-2nd-anti-hate-rally/,,,,,,
Williamsport,Brandon Park,PA,US,2017-08-20,about 80,80,,80,,,organizer Eddie “Yeti” Kiersnowski,"cultivate community by strengthening people, bringing them together",1,rally,0,0,0,0,1,1,http://www.sungazette.com/news/top-news/2017/08/at-city-park-crowd-rallies-for-unity-in-community/,,,,,,
Windsor,Windsor Town Green,CT,US,2017-08-20,,,,,,,general protestors,Vigil for victims in Charlottesville,1,vigil,,,,,1,1,https://www.facebook.com/events/748953708624917/,,,,,,
Anchorage,outside of the Hotel Captain Cook,AK,US,2017-08-21,some 200,200,,200,,,general protestors,Oppose the Pebble mine project,0,rally,0,0,0,0,1,1,http://www.alaskapublic.org/2017/08/22/new-pebble-advisory-committee-meets-indoors-while-mine-protesters-gather-outside/,http://www.thecordovatimes.com/2017/08/25/pebble-opponents-rally-mine-backers-meet/,,,,,
Anchorage,outside Ted Stevens Anchorage International Airport,AK,US,2017-08-21,NA,25,,25,,,Alaska Airlines pilots,protesting contract negotiations with the Alaska Airlines amid its merger with Virgin America,0,demonstration,0,0,0,0,1,1,http://www.ktuu.com/content/news/Alaska-Airlines-pilots-protest-amid-contract-dispute--441343893.html,,,count from picture,,,
Bradenton,from the South Florida Museum to the Manatee Historic Courthouse,FL,US,2017-08-21,several hundred,200,,200,,,Black Lives Matter Alliance Sarasota Manatee Chapter; Indivisible Bradenton Progressive; Answer Suncoast; Action Together,Call for removal of local confederate statue,1,rally,2,0,0,0,0,1,http://www.bradenton.com/news/local/article167607722.html,http://www.fox13news.com/news/local-news/275209192-story,http://www.bradenton.com/news/local/crime/article168777202.html,,,,
Bradenton,outside the Manatee Historic Courthouse,FL,US,2017-08-21,hundreds,200,,200,,,America First-Team Manatee,Defend local confederate statue,2,rally,1,0,0,0,1,1,http://www.bradenton.com/news/local/article167607722.html,http://www.fox13news.com/news/local-news/275209192-story,http://www.bradenton.com/news/local/crime/article168777202.html,,,,
Charlottesville,City Council meeting,VA,US,2017-08-21,,,,,,,general protestors,Protesting at city council meeting; protesting not being protected from white nationalists,0,protest,3,0,0,0,1,1,https://www.nbcnews.com/news/us-news/charlottesville-city-council-meeting-erupts-over-white-nationalist-rally-n794751,,,,,,
Charlottesville,,VA,US,2017-08-21,hundreds,200,,200,,,"Black Student Alliance, U.Va. Students United, the Minority Rights Coalition and the National Association for the Advancement of Colored People at U.Va",March to Reclaim Our Grounds; protest the University and city’s response to the recent white nationalist torchlit march and “Unite the Right” rally,1,march,0,0,0,0,1,1,http://www.cavalierdaily.com/article/2017/08/march-to-reclaim-our-grounds-draws-hundreds,,,,,,
Cleveland,FirstEnergy Stadium,OH,US,2017-08-21,nearly a dozen,12,,12,,,Cleveland Browns Players,Protesting police brutality and white supremacy,1,protest,0,0,0,0,1,1,https://www.cbssports.com/nfl/news/browns-hold-nfls-largest-national-anthem-protest-with-over-10-players-kneeling/,http://nbc4i.com/2017/08/24/vfw-post-takes-stand-against-cleveland-browns-anthem-protest/,http://www.cleveland.com/morris/index.ssf/2017/08/a_dozen_browns_kneels_in_praye.html,,,,
Hesperia,,MI,US,2017-08-21,,,,,,,Michigan Trump Republicans,pro-Trump,2,rally,,,,,1,1,http://www.wzzm13.com/news/local/weve-got-your-back-muskegon-rally-to-support-president-trump/462695712,https://www.metrotimes.com/news-hits/archives/2017/08/16/upcoming-michigan-trump-rallies-to-be-met-with-protest,,,,,
Hopkinsville,in front of the offices of the Kentucky New Era newspaper at 1618 E. 9th Street,KY,US,2017-08-21,,,,,,,Kentuckians for Coal,pro-coal; against eclipse,0,protest,,,,,1,1,http://www.digitaljournal.com/pr/3446551,,,,,,
Indianapolis,Monument Circle,IN,US,2017-08-21,,,,,,,Good Jobs Nation,Rally for jobs,1,rally,0,0,0,0,1,1,http://www.indystar.com/story/news/2017/08/16/bernie-sanders-chuck-jones-attend-indianapolis-jobs-rally/573031001/,http://cbs4indy.com/2017/08/21/bernie-sanders-kicks-off-3-state-tour-in-indianapolis-on-monday/,http://www.tribtown.com/2017/08/16/in-sanders-indiana-rally/,,,,
Lompoc,corner of North H Street and East Ocean Avenue,CA,US,2017-08-21,about 60,60,,60,,,NAACP; United Domestic Workers; Central Coast Alliance for a Sustainable Economy; Santa Barbara County Action Network; Santa Maria and Lompoc Valley Democratic clubs,Unite against hate and bigotry,1,rally,0,0,0,0,1,1,http://santamariatimes.com/news/local/congressman-joins-peace-rally-in-downtown-lompoc/article_3bfc9aac-2ff9-5f3a-86e0-e422a2cd1706.html,,,,,,
Marshall,Marshall Depot,TX,US,2017-08-21,NA,20,,20,,,National Association of Railroad Passengers,raising awareness about the importance of passenger rail service,0,demonstration,0,0,0,0,1,1,https://www.news-journal.com/news/2017/aug/22/marshall-rallies-for-passenger-trains/,,,estimate from pictures,,,
Petaluma,Petaluma Poultry Processors off Lakeville Highway,CA,US,2017-08-21,,,,,,,Bay Area Animal Save,support animals rights at Petaluma chicken plant,0,road blockade,3,0,0,0,1,1,http://www.petaluma360.com/news/7331180-181/three-more-animal-rights-protesters?artslide=0,,,,,,
Racine,outside Racine Theatre Guild,WI,US,2017-08-21,As many as 300 ,300,,300,,,"For Wisconsin’s Future Action Fund; Forward Kenosha, Forward Racine, Planned Parenthood Advocates of Wisconsin, UltraViolet, Milwaukee Teachers’ Education Association",protest Speaker Ryan's town hall,1,protest,0,0,0,0,1,1,http://www.kenoshanews.com/news/local/hundreds-protest-speaker-s-visit/article_4c55af4e-9b99-583c-9a8e-5dc26b185c10.html,http://www.kenoshanews.com/news/local/protesters-to-rally-outside-ryan-town-hall-meeting/article_3b59c29f-a48f-508c-85d8-39f2f5a7bf2a.html,,,,,
Racine,outside Racine Theatre Guild,WI,US,2017-08-21,one man,1,,1,,,Jeff Frievalt,support Speaker Ryan,2,protest,0,0,0,0,0,1,http://www.kenoshanews.com/news/local/hundreds-protest-speaker-s-visit/article_4c55af4e-9b99-583c-9a8e-5dc26b185c10.html,,,,,,
Springfield,north mall of Plaster Student Union ,MO,US,2017-08-21,hundreds,200,,200,,,Missouri State University NAACP chapter,Hate will not win; against white supremacy,1,rally,0,0,0,0,1,1,http://www.news-leader.com/story/news/education/2017/08/21/hate-not-win-message-missouri-state-rally/574584001/,,,,,,
Thomasville ,,GA,US,2017-08-21,hundreds,200,,200,,,Herbert Gilbert's neighbors and concerned Thomasville citizens,Demand public investigation into fatal police shooting,1,march,0,0,0,0,1,1,http://www.live5news.com/story/36142268/police-driver-of-golf-cart-who-tried-to-run-over-protesters-arrested,http://www.times-news.com/cnhi_network/hundreds-march-in-response-to-georgia-shooting-death/collection_1210bb19-ae64-5a57-9785-726f16ec6278.html,http://www.timesenterprise.com/cnhi_network/hundreds-march-in-response-to-georgia-shooting-death/collection_85cf2c95-fcb7-54db-9fd3-46b037d9a086.html,,,,
Altamonte Springs,outside Hilton Orlando,FL,US,2017-08-22,scores,40,,40,,,general protestors,oppose Sen. Rubio,1,protest,0,0,0,0,1,1,http://www.orlandosentinel.com/news/seminole/os-marco-rubio-seminole-gop-dinner-20170822-story.html,,,,,,
Bakersfield,Yokuts Park,CA,US,2017-08-22,about 100,100,,100,,,general protestors,Oppose possible changes to national monuments including Giant Sequoia National Monument,1,rally,0,0,0,0,1,1,http://www.bakersfield.com/news/groups-rally-to-oppose-possible-changes-to-national-monuments/article_e63ca602-8796-11e7-ade5-bb642625d344.html,,,,,,
Berkeley,City Hall,CA,US,2017-08-22,,,,,,,general protestors,Protesting upcoming white nationalist rally,1,protest,0,0,0,0,1,1,http://sanfrancisco.cbslocal.com/2017/08/22/east-bay-politicians-speak-out-against-hate-in-advance-of-berkeley-rally/,http://abc7news.com/politics/e-bay-leaders-denounce-racism-ahead-of-sunday-rally-in-berkeley/2333363/,http://abc7news.com/politics/e-bay-leaders-denounce-racism-ahead-of-sunday-rally-in-berkeley/2333363/,,,,
Berkeley,City Hall,CA,US,2017-08-22,,,,,,,organizer Amber Cummings ,Support upcoming Say No to Marxism rally,2,protest,0,0,0,0,0,1,http://abc7news.com/politics/e-bay-leaders-denounce-racism-ahead-of-sunday-rally-in-berkeley/2333363/,,,,,,
Boise,outside the Zions Bank building,ID,US,2017-08-22,about 40,40,,40,,,United Vision for Idaho,Oppose visit by House speaker Paul Ryan,1,protest,0,0,0,0,1,1,http://www.idahostatesman.com/news/article168681147.html,,,,,,
Chapel Hill,McCorkle Place to Franklin St.,NC,US,2017-08-22,about 800,800,,800,,,general protestors,"Call for removal of confederate statue ""silent Sam""",1,protest; march,3,0,0,0,1,1,http://www.dailyprogress.com/news/local/more-rally-related-developments/article_a6b84222-8870-11e7-bbc7-fb68424bd66a.html,http://www.wral.com/unc-student-arrested-after-hundreds-protest-at-unc-chapel-hill-silent-sam-monument/16898155/,http://www.mooresvilletribune.com/news/hundreds-protest-on-unc-campus-against-confederate-statue/article_df2ce5c2-8866-11e7-a080-4bd6557775ab.html,,,,
Columbia,Boone County Courthouse,MO,US,2017-08-22,,,,,,,Mid-Missouri Fellowship of Reconciliation and Missourians for Alternatives to the Death Penalty,Oppose the execution of Marcellus Williams,0,protest,0,0,0,0,1,1,https://www.columbiamissourian.com/news/local/stay-of-execution-turns-protest-into-celebration/article_b7af77d4-877c-11e7-8196-0f8966380bcb.html,,,,,,
Eureka,outside the Humboldt County Courthouse,CA,US,2017-08-22,,,,,,,North Coast People's Alliance; California Nurses Association,support the Healthy California Act,1,rally,0,0,0,0,1,1,http://www.madriverunion.com/local-activists-to-rally-in-support-of-the-healthy-california-act/,,,,,,
Hempstead,Village Hall,NY,US,2017-08-22,about 50,50,,50,,,general protestors,Rally for peace ,0,rally,0,0,0,0,1,1,http://www.newsday.com/long-island/nassau/hempstead-peace-rally-denounces-hate-bigotry-1.14082924,http://www.newsday.com/long-island/nassau/hempstead-village-sponsors-interfaith-peace-rally-1.14082375,,,,,
Laurens,Downtown,NC,US,2017-08-22,,,,,,,general protestors,Protesting confederate statue,1,protest,0,0,0,0,1,1,http://wspa.com/2017/08/22/confederate-monument-protest-in-laurens/,,,,,,
Laurens,Downtown,NC,US,2017-08-22,,,,,,,Sons of Confederate Veterans,Defending confederate monument,1,rally,0,0,0,0,1,1,http://wspa.com/2017/08/22/confederate-monument-protest-in-laurens/,,,,,,
Lewiston ,on Lisbon Street by Dufresne Park,ME,US,2017-08-22,NA,13,,13,,,RESIST Central Maine,"protest a variety of issues, mostly concerning big business and government oppressing and taking advantage of the poor and middle class workers",1,protest,0,0,0,0,1,1,http://www.sunjournal.com/news/lewiston-auburn/0001/11/30/citprotestsap082317/2186651,,,count from picture,,,
Los Angeles,Los Angeles International Airport,CA,US,2017-08-22,,,,,,,Uber and Lyft drivers,protest low wages,0,rally,0,0,0,0,1,1,http://abc7.com/traffic/uber-lyft-drivers-hold-wage-protest-pack-lax/2332824/,,,,,,
Montgomery,outside of the Montgomery County School Board meeting,AL,US,2017-08-22,NA,25,,50,,,Alabama Education Association,"Oppose moving custodians between schools, understaffing schools and attempting to privatize custodial services",0,protest,0,0,0,0,1,1,http://www.montgomeryadvertiser.com/story/news/education/2017/08/23/custodians-protest-mps-mps-responds-concerns/594072001/,,,estimate from video,,,
Phoenix,Outside the Phoenix Convention Center,AZ,US,2017-08-22,several thousand,2000,,2000,,,U.S. Rep. Raúl Grijalva,Protesting Trump rally,1,protest,5,54,2,0,1,1,http://tucson.com/news/local/grijalva-to-lead-counter-protest-when-trump-visits-phoenix-on/article_6785d606-82cf-11e7-91e6-e7fa4c6cc03c.html,http://www.tucsonnewsnow.com/story/36194766/56-people-including-2-police-officers-suffer-heat-related-emergencies-outside-trump-rally,http://www.azcentral.com/story/news/local/phoenix/2017/08/23/trump-rally-protests-what-we-know-now-smoke-has-cleared-phoenix/592723001/,injuries from heat exhaustion,,,
Phoenix,Phoenix Convention Center,AZ,US,2017-08-22,"approximately 15,000; about 10,000",10000,,15000,,,Trump re-election campaign,for President Trump,2,rally,0,0,0,0,1,1,http://www.philly.com/philly/news/politics/presidential/displeased-with-crowd-trump-punishes-longtime-aide-who-organized-phoenix-rally-sources-say-20170829.html,http://www.palmbeachpost.com/news/national-govt--politics/phoenix-mayor-not-happy-about-president-trump-rally-plans/1OjJ66rilOrCwvbCw49ESN/,http://wsav.com/ap/phoenix-mayor-not-happy-about-president-trumps-rally-plans/,feat. President Trump,,,
Portsmouth,,OH,US,2017-08-22,hundreds,200,,200,,,Sen. Bernie Sanders,"Rally on jobs, health care and the economy",1,rally,0,0,0,0,1,1,http://www.indystar.com/story/news/2017/08/16/bernie-sanders-chuck-jones-attend-indianapolis-jobs-rally/573031001/,https://www.usnews.com/news/best-states/ohio/articles/2017-08-21/sanders-heading-deep-into-ohios-trump-country-this-week,http://www.dailyindependent.com/news/your-take-opinions-expressed-at-bernie-sanders-rally-tuesday/collection_d850bcb6-8784-11e7-91f2-2389ea530ce8.html#2,,,,
Riverhead,Middle Country Road,NY,US,2017-08-22,NA,10,,10,,,general protestors,"Urge town to allow farmer to keep ""I Love You God Thank You"" trailer on her property",0,demonstration,0,0,0,0,1,1,http://www.newsday.com/long-island/suffolk/supporters-rally-for-i-love-you-god-trailer-in-calverton-1.14083953,,,estimate from video,,,
Salem,from the restaurant Naumkeag Ordinary to the owner's home,MA,US,2017-08-22,a few dozen,24,,24,,,Lynn Workers Union,Condemn business's wage theft,0,protest; march; road blockade,0,0,0,0,1,1,http://www.salemnews.com/news/local_news/police-break-up-rally-outside-business-owner-s-home/article_93e0d1de-44d2-585c-b34b-da8bba9da935.html,http://www.salemnews.com/news/local_news/murphy-peterson-apologize-for-apartment-protest/article_b915dab7-1d94-56e2-9773-34106f971988.html,,,,,
Salt Lake City,Rio Grande area,UT,US,2017-08-22,more than 50,50,,50,,,Utah Against Police Brutality,end the war on the homeless,0,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2017/8/24/slc-rallies-end-war-homeless,,,,,,
South Bend ,outside of the County-City Building,IN,US,2017-08-22,about 30,30,,30,,,"American Federation of State, County and Municipal Employees Local 164",raise awareness about the urgency of hiring more employees at St. Joseph County's new consolidated 911 center in Mishawaka,0,protest,0,0,0,0,1,1,https://www.southbendtribune.com/news/local/st-joseph-county-dispatchers-rally-over-staffing-shortages/article_fcb37151-2454-5d27-b12a-1c1e1212d9d8.html,,,,,,
St. Louis,Intersection of Maryland St. and Eudlic Ave.,MO,US,2017-08-22,dozens,24,,24,,,general protestors,Protesting police kiling of trans woman,0,protest,0,0,0,0,1,1,http://www.ksdk.com/news/local/protesters-fill-central-west-end/466577397,,,,,,
Teaneck,Palisade Avenue and Colonial Court,NJ,US,2017-08-22,NA,20,,20,,,general protestors,Rally to override Gov. Christie's veto on a oil train transparency bill,1,rally,0,0,0,0,1,1,http://www.northjersey.com/story/news/new-jersey/2017/08/22/activists-lawmakers-rally-override-christies-oil-train-veto/589507001/,http://www.mycentraljersey.com/story/news/new-jersey/2017/08/22/activists-lawmakers-rally-override-christies-oil-train-veto/589507001/,http://www.northjersey.com/story/news/new-jersey/2017/08/22/activists-lawmakers-rally-override-christies-oil-train-veto/589507001/,estimate from pictures,,,
